DEDUPLICATION REPORT (DISCARDED FILES)
========================================
Total Files Discarded: 3974
Breakdown by Source:
  - EXP_BEST: 0
  - EXP_OTHER: 3929
  - AF_TRIMMED: 0
  - AF_RAW: 45

Detailed List:
PDB_ID	Source	Folder
7Y5X	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7BOS	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3L33	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6VWF	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5FMH	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4ORS	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6AV4	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1KSW	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8D3E	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7SBM	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1SHJ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7B8W	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1SC3	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3DEH	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8HQM	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4F5B	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3K22	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7B51	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2HO2	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2QQI	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4MVI	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6FMF	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2J9Q	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5Y9L	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7XMP	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8G9C	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5LI1	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3LL8	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5N38	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7BKG	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5PZ2	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8QT2	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4QTX	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4WK7	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4MVK	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3SIE	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2H4Y	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3ZC5	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2YGS	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3QVV	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6FDY	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2PKT	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5QH3	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8ZSJ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7FSG	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6WOE	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3KMD	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5UO4	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5PX6	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1LCT	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8BOL	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6QRM	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2QA7	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5MRI	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6EHJ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4IJ3	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5FS8	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7UP8	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6PXO	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6UVA	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7TVF	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6GGE	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4L0B	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7T1K	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1O43	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5MS4	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5PYM	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3VP2	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3FZT	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5IUE	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5MKU	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5V46	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4UP5	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3SJE	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
9GNB	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6I64	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8D3I	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5VV2	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4TK5	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3ITN	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4ACC	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2RIC	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1G96	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7ZDD	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1S1R	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6J8Y	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5R64	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1B08	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1O4F	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5ADF	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3U2V	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2WGJ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7N6Z	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7JXX	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7W3Z	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7FI6	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5TO7	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6HOJ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2QEP	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6FE5	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8X2O	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5CI7	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3ZFM	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1VFD	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1OBX	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5O1F	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8BIO	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2OOT	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2J33	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1O41	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4WDW	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1HCF	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2GLI	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5JZJ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7FSQ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8YGX	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4X0M	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6SI4	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7FSW	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2GF0	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6IIS	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5Y3A	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3FJJ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4L0V	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2VUK	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6H4K	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5FI7	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5VEI	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6NGC	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1JXV	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4RMD	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5IZA	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4BUZ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8BSL	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5I9T	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3KZ8	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4OC5	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4XR8	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3NSP	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1H4R	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4YEP	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
9J8C	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1Q41	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5PZ9	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4U32	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5R4T	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5PZD	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2ZXZ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5JGI	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5E6C	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3D6T	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6N0R	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5PZG	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6PXN	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6UL9	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4R1V	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4IVO	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7C7H	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3E88	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3KR7	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8TZI	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5ILS	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3BAO	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7V3S	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8T2M	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1L5T	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3KTM	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6DJI	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3FZO	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2XIK	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3FJD	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6N5W	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2H2F	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6MA4	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5NK3	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6EOU	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8P5I	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3ZNO	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1NM8	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4ENO	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4RKK	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2JLD	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8YN9	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1YK0	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3OXI	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7F7O	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6KOR	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5PY1	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6RKI	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3R5M	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7ATU	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3JZH	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5QGV	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5Z8H	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3MXC	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
9C1A	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1M16	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4EHH	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2RFS	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1XQH	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4MCQ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5QGR	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4L34	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8C8C	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2IMG	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4KBK	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7P3J	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8I5X	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3UMH	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7CIO	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5XS2	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1S2C	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1B4F	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8UFQ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1ZXM	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5H14	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
9ITB	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7BRQ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2D4Q	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6CVS	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4MS1	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3RK2	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3O19	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5FB0	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8OT1	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3CCZ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1EHW	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6RL3	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4TJW	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
9JKQ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6NE2	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5C5Q	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5NK1	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5QU9	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4RMG	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6DJF	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6H7Z	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1CJM	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3U0T	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3W6P	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3IFL	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7FT0	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5V45	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2O4H	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5NPR	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4CNT	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2BDF	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4P45	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4XVD	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1QX3	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5EC9	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5XKM	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4ZJS	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2F8Y	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6R3S	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5R67	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6SFB	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3S95	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8B46	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1NZK	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3TGE	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5K0M	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5EL3	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5O1C	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6N17	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3TWT	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1WT6	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4LII	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1KF9	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7NG7	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4I1H	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1DSZ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3I8V	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7FAR	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2C0L	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2ODU	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3WUU	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2IIP	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4TLQ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8WFF	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6LZZ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3QTI	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6W7L	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6IIQ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3H52	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7VLA	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5G3J	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7B3Z	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6URN	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5ONP	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4UFU	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3D7F	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6K3N	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3R6G	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3U2T	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2ORK	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1M8Y	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3LV3	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3Q6W	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5VUX	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4BUD	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4M92	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8QWP	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5FWJ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
5MCW	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3ETO	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4L2K	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1RHQ	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3HM6	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4DBU	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
2FK1	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4IWD	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
9F3V	AF_RAW	/home/ibab/project/alphafold_pdbs(cleaned)
5UY8	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7DHL	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
1MU7	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
4HTI	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7B4A	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
6UBW	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
3BAU	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
7US7	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
8XZH	EXP_OTHER	/home/ibab/project/Final_docking_pdbs(all_other_tissues)
