FINAL SELECTION REPORT
========================================
Total Unique Structures: 21240
Breakdown by Source:
  - EXP_BEST: 7473
  - EXP_OTHER: 12438
  - AF_TRIMMED: 1131
  - AF_RAW: 198

Detailed List:
PDB_ID	Source	Original_File
1FMK	EXP_BEST	clean_1FMK.pdb
3MHK	EXP_BEST	clean_3MHK.pdb
3UD9	EXP_BEST	clean_3UD9.pdb
7P6C	EXP_BEST	clean_7P6C.pdb
4H3B	EXP_BEST	clean_4H3B.pdb
3UWE	EXP_BEST	clean_3UWE.pdb
7FT3	EXP_BEST	clean_7FT3.pdb
8FUG	EXP_BEST	clean_8FUG.pdb
3H8Z	EXP_BEST	clean_3H8Z.pdb
4UI7	EXP_BEST	clean_4UI7.pdb
1MVC	EXP_BEST	clean_1MVC.pdb
7U10	EXP_BEST	clean_7U10.pdb
2COR	EXP_BEST	clean_2COR.pdb
6D9H	EXP_BEST	clean_6D9H.pdb
7V0X	EXP_BEST	clean_7V0X.pdb
4M7B	EXP_BEST	clean_4M7B.pdb
8T51	EXP_BEST	clean_8T51.pdb
8OX7	EXP_BEST	clean_8OX7.pdb
5FLF	EXP_BEST	clean_5FLF.pdb
2Y0J	EXP_BEST	clean_2Y0J.pdb
5NIN	EXP_BEST	clean_5NIN.pdb
2ORJ	EXP_BEST	clean_2ORJ.pdb
3NVN	EXP_BEST	clean_3NVN.pdb
6QAP	EXP_BEST	clean_6QAP.pdb
2LAN	EXP_BEST	clean_2LAN.pdb
4P6X	EXP_BEST	clean_4P6X.pdb
8BOD	EXP_BEST	clean_8BOD.pdb
7WCL	EXP_BEST	clean_7WCL.pdb
4ZSM	EXP_BEST	clean_4ZSM.pdb
7UJQ	EXP_BEST	clean_7UJQ.pdb
4LOE	EXP_BEST	clean_4LOE.pdb
6SI0	EXP_BEST	clean_6SI0.pdb
3A7E	EXP_BEST	clean_3A7E.pdb
6I62	EXP_BEST	clean_6I62.pdb
6Y4P	EXP_BEST	clean_6Y4P.pdb
5TXD	EXP_BEST	clean_5TXD.pdb
8TBX	EXP_BEST	clean_8TBX.pdb
8WRA	EXP_BEST	clean_8WRA.pdb
7B4H	EXP_BEST	clean_7B4H.pdb
3UDQ	EXP_BEST	clean_3UDQ.pdb
6X3W	EXP_BEST	clean_6X3W.pdb
8W4T	EXP_BEST	clean_8W4T.pdb
8JDW	EXP_BEST	clean_8JDW.pdb
4PXZ	EXP_BEST	clean_4PXZ.pdb
2DYQ	EXP_BEST	clean_2DYQ.pdb
5SFE	EXP_BEST	clean_5SFE.pdb
3EU9	EXP_BEST	clean_3EU9.pdb
5XQZ	EXP_BEST	clean_5XQZ.pdb
5SD9	EXP_BEST	clean_5SD9.pdb
2ZDZ	EXP_BEST	clean_2ZDZ.pdb
1O42	EXP_BEST	clean_1O42.pdb
4BGK	EXP_BEST	clean_4BGK.pdb
5SHJ	EXP_BEST	clean_5SHJ.pdb
6GGC	EXP_BEST	clean_6GGC.pdb
4EEG	EXP_BEST	clean_4EEG.pdb
8OQZ	EXP_BEST	clean_8OQZ.pdb
4AGN	EXP_BEST	clean_4AGN.pdb
8JLR	EXP_BEST	clean_8JLR.pdb
2GRQ	EXP_BEST	clean_2GRQ.pdb
5W7I	EXP_BEST	clean_5W7I.pdb
3WYK	EXP_BEST	clean_3WYK.pdb
9CHT	EXP_BEST	clean_9CHT.pdb
2HXS	EXP_BEST	clean_2HXS.pdb
8X2Q	EXP_BEST	clean_8X2Q.pdb
8BOC	EXP_BEST	clean_8BOC.pdb
6QPJ	EXP_BEST	clean_6QPJ.pdb
4ZG6	EXP_BEST	clean_4ZG6.pdb
7B3Q	EXP_BEST	clean_7B3Q.pdb
5X6V	EXP_BEST	clean_5X6V.pdb
3TGG	EXP_BEST	clean_3TGG.pdb
5CLM	EXP_BEST	clean_5CLM.pdb
4ERC	EXP_BEST	clean_4ERC.pdb
3L5D	EXP_BEST	clean_3L5D.pdb
2ZAS	EXP_BEST	clean_2ZAS.pdb
3BUK	EXP_BEST	clean_3BUK.pdb
5VZY	EXP_BEST	clean_5VZY.pdb
5SDU	EXP_BEST	clean_5SDU.pdb
2ZHV	EXP_BEST	clean_2ZHV.pdb
3UDM	EXP_BEST	clean_3UDM.pdb
4WNP	EXP_BEST	clean_4WNP.pdb
5QGH	EXP_BEST	clean_5QGH.pdb
8H0P	EXP_BEST	clean_8H0P.pdb
3VLG	EXP_BEST	clean_3VLG.pdb
5QH1	EXP_BEST	clean_5QH1.pdb
2LY4	EXP_BEST	clean_2LY4.pdb
8WC5	EXP_BEST	clean_8WC5.pdb
2HZQ	EXP_BEST	clean_2HZQ.pdb
3OJ2	EXP_BEST	clean_3OJ2.pdb
4EEO	EXP_BEST	clean_4EEO.pdb
4R5N	EXP_BEST	clean_4R5N.pdb
5PYF	EXP_BEST	clean_5PYF.pdb
8Y1P	EXP_BEST	clean_8Y1P.pdb
3IOL	EXP_BEST	clean_3IOL.pdb
6VCJ	EXP_BEST	clean_6VCJ.pdb
4B05	EXP_BEST	clean_4B05.pdb
3DAC	EXP_BEST	clean_3DAC.pdb
5M9V	EXP_BEST	clean_5M9V.pdb
5NVZ	EXP_BEST	clean_5NVZ.pdb
3FMO	EXP_BEST	clean_3FMO.pdb
7MKH	EXP_BEST	clean_7MKH.pdb
5SG6	EXP_BEST	clean_5SG6.pdb
4R91	EXP_BEST	clean_4R91.pdb
1FGI	EXP_BEST	clean_1FGI.pdb
5PZ4	EXP_BEST	clean_5PZ4.pdb
7XBD	EXP_BEST	clean_7XBD.pdb
3OAF	EXP_BEST	clean_3OAF.pdb
4AVW	EXP_BEST	clean_4AVW.pdb
4IUE	EXP_BEST	clean_4IUE.pdb
6CVO	EXP_BEST	clean_6CVO.pdb
5OWS	EXP_BEST	clean_5OWS.pdb
5H25	EXP_BEST	clean_5H25.pdb
6HYO	EXP_BEST	clean_6HYO.pdb
8C3O	EXP_BEST	clean_8C3O.pdb
2MWY	EXP_BEST	clean_2MWY.pdb
3QVU	EXP_BEST	clean_3QVU.pdb
4XEK	EXP_BEST	clean_4XEK.pdb
4M8H	EXP_BEST	clean_4M8H.pdb
6A3V	EXP_BEST	clean_6A3V.pdb
5SF0	EXP_BEST	clean_5SF0.pdb
3L58	EXP_BEST	clean_3L58.pdb
7BK4	EXP_BEST	clean_7BK4.pdb
1PET	EXP_BEST	clean_1PET.pdb
7W77	EXP_BEST	clean_7W77.pdb
4BUS	EXP_BEST	clean_4BUS.pdb
3DV5	EXP_BEST	clean_3DV5.pdb
5OHD	EXP_BEST	clean_5OHD.pdb
9IVM	EXP_BEST	clean_9IVM.pdb
4MPM	EXP_BEST	clean_4MPM.pdb
5U7L	EXP_BEST	clean_5U7L.pdb
1TQN	EXP_BEST	clean_1TQN.pdb
4UWB	EXP_BEST	clean_4UWB.pdb
2X7O	EXP_BEST	clean_2X7O.pdb
1UN4	EXP_BEST	clean_1UN4.pdb
4LLX	EXP_BEST	clean_4LLX.pdb
6OIZ	EXP_BEST	clean_6OIZ.pdb
2W84	EXP_BEST	clean_2W84.pdb
8AN8	EXP_BEST	clean_8AN8.pdb
1Y3J	EXP_BEST	clean_1Y3J.pdb
5HOA	EXP_BEST	clean_5HOA.pdb
1FQY	EXP_BEST	clean_1FQY.pdb
1PWA	EXP_BEST	clean_1PWA.pdb
2XN4	EXP_BEST	clean_2XN4.pdb
5FBK	EXP_BEST	clean_5FBK.pdb
5EZX	EXP_BEST	clean_5EZX.pdb
5SHY	EXP_BEST	clean_5SHY.pdb
5QCZ	EXP_BEST	clean_5QCZ.pdb
6YHF	EXP_BEST	clean_6YHF.pdb
2AHI	EXP_BEST	clean_2AHI.pdb
4L7J	EXP_BEST	clean_4L7J.pdb
3KT9	EXP_BEST	clean_3KT9.pdb
4AGO	EXP_BEST	clean_4AGO.pdb
2L34	EXP_BEST	clean_2L34.pdb
4UVU	EXP_BEST	clean_4UVU.pdb
4RE8	EXP_BEST	clean_4RE8.pdb
3OFI	EXP_BEST	clean_3OFI.pdb
3LMG	EXP_BEST	clean_3LMG.pdb
5XJU	EXP_BEST	clean_5XJU.pdb
7FTD	EXP_BEST	clean_7FTD.pdb
8S3R	EXP_BEST	clean_8S3R.pdb
4U3Y	EXP_BEST	clean_4U3Y.pdb
2FIT	EXP_BEST	clean_2FIT.pdb
7SAR	EXP_BEST	clean_7SAR.pdb
9B1G	EXP_BEST	clean_9B1G.pdb
3WSY	EXP_BEST	clean_3WSY.pdb
2OHN	EXP_BEST	clean_2OHN.pdb
4H1U	EXP_BEST	clean_4H1U.pdb
4GS7	EXP_BEST	clean_4GS7.pdb
3R6I	EXP_BEST	clean_3R6I.pdb
4FSL	EXP_BEST	clean_4FSL.pdb
2ESL	EXP_BEST	clean_2ESL.pdb
5J1X	EXP_BEST	clean_5J1X.pdb
8UD9	EXP_BEST	clean_8UD9.pdb
2ZDU	EXP_BEST	clean_2ZDU.pdb
8JPO	EXP_BEST	clean_8JPO.pdb
5SFU	EXP_BEST	clean_5SFU.pdb
5SHZ	EXP_BEST	clean_5SHZ.pdb
7Y48	EXP_BEST	clean_7Y48.pdb
6SKH	EXP_BEST	clean_6SKH.pdb
1D4T	EXP_BEST	clean_1D4T.pdb
6WLW	EXP_BEST	clean_6WLW.pdb
8DEH	EXP_BEST	clean_8DEH.pdb
6MZ0	EXP_BEST	clean_6MZ0.pdb
1AOT	EXP_BEST	clean_1AOT.pdb
2JX2	EXP_BEST	clean_2JX2.pdb
7SK7	EXP_BEST	clean_7SK7.pdb
8QWK	EXP_BEST	clean_8QWK.pdb
4N3A	EXP_BEST	clean_4N3A.pdb
5SK2	EXP_BEST	clean_5SK2.pdb
6YVJ	EXP_BEST	clean_6YVJ.pdb
5PYE	EXP_BEST	clean_5PYE.pdb
7RSQ	EXP_BEST	clean_7RSQ.pdb
4ZVX	EXP_BEST	clean_4ZVX.pdb
2PH8	EXP_BEST	clean_2PH8.pdb
6OB3	EXP_BEST	clean_6OB3.pdb
9MQJ	EXP_BEST	clean_9MQJ.pdb
5M9J	EXP_BEST	clean_5M9J.pdb
7DHA	EXP_BEST	clean_7DHA.pdb
4D0E	EXP_BEST	clean_4D0E.pdb
5TF9	EXP_BEST	clean_5TF9.pdb
6N0Q	EXP_BEST	clean_6N0Q.pdb
6CYD	EXP_BEST	clean_6CYD.pdb
4P4I	EXP_BEST	clean_4P4I.pdb
3Q9P	EXP_BEST	clean_3Q9P.pdb
7QWG	EXP_BEST	clean_7QWG.pdb
6O1Q	EXP_BEST	clean_6O1Q.pdb
1YM2	EXP_BEST	clean_1YM2.pdb
5IZ8	EXP_BEST	clean_5IZ8.pdb
7EAX	EXP_BEST	clean_7EAX.pdb
5LN3	EXP_BEST	clean_5LN3.pdb
3L5E	EXP_BEST	clean_3L5E.pdb
8YW4	EXP_BEST	clean_8YW4.pdb
6LO2	EXP_BEST	clean_6LO2.pdb
7W40	EXP_BEST	clean_7W40.pdb
8UV1	EXP_BEST	clean_8UV1.pdb
3H0A	EXP_BEST	clean_3H0A.pdb
1MJD	EXP_BEST	clean_1MJD.pdb
7A2U	EXP_BEST	clean_7A2U.pdb
8VXF	EXP_BEST	clean_8VXF.pdb
1V04	EXP_BEST	clean_1V04.pdb
6QJM	EXP_BEST	clean_6QJM.pdb
3NXR	EXP_BEST	clean_3NXR.pdb
6HYM	EXP_BEST	clean_6HYM.pdb
6MA2	EXP_BEST	clean_6MA2.pdb
7WVV	EXP_BEST	clean_7WVV.pdb
5IAG	EXP_BEST	clean_5IAG.pdb
1PB5	EXP_BEST	clean_1PB5.pdb
4ONG	EXP_BEST	clean_4ONG.pdb
7SAS	EXP_BEST	clean_7SAS.pdb
2K04	EXP_BEST	clean_2K04.pdb
8VF6	EXP_BEST	clean_8VF6.pdb
4DJX	EXP_BEST	clean_4DJX.pdb
5QH6	EXP_BEST	clean_5QH6.pdb
5MY9	EXP_BEST	clean_5MY9.pdb
2K43	EXP_BEST	clean_2K43.pdb
3FV8	EXP_BEST	clean_3FV8.pdb
8SEJ	EXP_BEST	clean_8SEJ.pdb
7OPP	EXP_BEST	clean_7OPP.pdb
2L63	EXP_BEST	clean_2L63.pdb
7B1E	EXP_BEST	clean_7B1E.pdb
1SAF	EXP_BEST	clean_1SAF.pdb
2WD1	EXP_BEST	clean_2WD1.pdb
3IJ0	EXP_BEST	clean_3IJ0.pdb
4KZU	EXP_BEST	clean_4KZU.pdb
8CYY	EXP_BEST	clean_8CYY.pdb
7ZL7	EXP_BEST	clean_7ZL7.pdb
2JBU	EXP_BEST	clean_2JBU.pdb
4AVP	EXP_BEST	clean_4AVP.pdb
8DI4	EXP_BEST	clean_8DI4.pdb
5PZ7	EXP_BEST	clean_5PZ7.pdb
8G54	EXP_BEST	clean_8G54.pdb
3BJC	EXP_BEST	clean_3BJC.pdb
5SFD	EXP_BEST	clean_5SFD.pdb
2JRZ	EXP_BEST	clean_2JRZ.pdb
4TPP	EXP_BEST	clean_4TPP.pdb
6ULA	EXP_BEST	clean_6ULA.pdb
5XFC	EXP_BEST	clean_5XFC.pdb
2QHO	EXP_BEST	clean_2QHO.pdb
5NDZ	EXP_BEST	clean_5NDZ.pdb
2JPH	EXP_BEST	clean_2JPH.pdb
1Q8M	EXP_BEST	clean_1Q8M.pdb
1RE1	EXP_BEST	clean_1RE1.pdb
6SIN	EXP_BEST	clean_6SIN.pdb
5B4K	EXP_BEST	clean_5B4K.pdb
2ODT	EXP_BEST	clean_2ODT.pdb
5QCT	EXP_BEST	clean_5QCT.pdb
5SDY	EXP_BEST	clean_5SDY.pdb
1NFN	EXP_BEST	clean_1NFN.pdb
3Q2X	EXP_BEST	clean_3Q2X.pdb
7CKK	EXP_BEST	clean_7CKK.pdb
2WA6	EXP_BEST	clean_2WA6.pdb
4N6H	EXP_BEST	clean_4N6H.pdb
7W7T	EXP_BEST	clean_7W7T.pdb
2NB1	EXP_BEST	clean_2NB1.pdb
1JDX	EXP_BEST	clean_1JDX.pdb
6D4A	EXP_BEST	clean_6D4A.pdb
1T9R	EXP_BEST	clean_1T9R.pdb
3CKP	EXP_BEST	clean_3CKP.pdb
7PRX	EXP_BEST	clean_7PRX.pdb
2B3G	EXP_BEST	clean_2B3G.pdb
1ZIW	EXP_BEST	clean_1ZIW.pdb
8XQC	EXP_BEST	clean_8XQC.pdb
2WEZ	EXP_BEST	clean_2WEZ.pdb
1RG2	EXP_BEST	clean_1RG2.pdb
5PWU	EXP_BEST	clean_5PWU.pdb
8AR9	EXP_BEST	clean_8AR9.pdb
7D8H	EXP_BEST	clean_7D8H.pdb
7SI5	EXP_BEST	clean_7SI5.pdb
4O42	EXP_BEST	clean_4O42.pdb
7EDS	EXP_BEST	clean_7EDS.pdb
6ZVH	EXP_BEST	clean_6ZVH.pdb
8YKI	EXP_BEST	clean_8YKI.pdb
8B3K	EXP_BEST	clean_8B3K.pdb
5WIV	EXP_BEST	clean_5WIV.pdb
3QHE	EXP_BEST	clean_3QHE.pdb
5PXZ	EXP_BEST	clean_5PXZ.pdb
4B1D	EXP_BEST	clean_4B1D.pdb
6W7F	EXP_BEST	clean_6W7F.pdb
8GKC	EXP_BEST	clean_8GKC.pdb
5KR8	EXP_BEST	clean_5KR8.pdb
5AKW	EXP_BEST	clean_5AKW.pdb
2L05	EXP_BEST	clean_2L05.pdb
2CR3	EXP_BEST	clean_2CR3.pdb
1UWH	EXP_BEST	clean_1UWH.pdb
7FJQ	EXP_BEST	clean_7FJQ.pdb
1T9G	EXP_BEST	clean_1T9G.pdb
6RV3	EXP_BEST	clean_6RV3.pdb
4B04	EXP_BEST	clean_4B04.pdb
7QPV	EXP_BEST	clean_7QPV.pdb
6AV2	EXP_BEST	clean_6AV2.pdb
9GE2	EXP_BEST	clean_9GE2.pdb
3DXE	EXP_BEST	clean_3DXE.pdb
2FMA	EXP_BEST	clean_2FMA.pdb
8W9B	EXP_BEST	clean_8W9B.pdb
6IF1	EXP_BEST	clean_6IF1.pdb
9B3G	EXP_BEST	clean_9B3G.pdb
5QU0	EXP_BEST	clean_5QU0.pdb
5ZJ9	EXP_BEST	clean_5ZJ9.pdb
2J0D	EXP_BEST	clean_2J0D.pdb
3FS6	EXP_BEST	clean_3FS6.pdb
8VV0	EXP_BEST	clean_8VV0.pdb
1KOT	EXP_BEST	clean_1KOT.pdb
6UJM	EXP_BEST	clean_6UJM.pdb
2KSO	EXP_BEST	clean_2KSO.pdb
7QL1	EXP_BEST	clean_7QL1.pdb
7QJG	EXP_BEST	clean_7QJG.pdb
3GYF	EXP_BEST	clean_3GYF.pdb
8RBB	EXP_BEST	clean_8RBB.pdb
5HOC	EXP_BEST	clean_5HOC.pdb
6SI1	EXP_BEST	clean_6SI1.pdb
7FT4	EXP_BEST	clean_7FT4.pdb
7X3O	EXP_BEST	clean_7X3O.pdb
6KZJ	EXP_BEST	clean_6KZJ.pdb
5SG2	EXP_BEST	clean_5SG2.pdb
4EHF	EXP_BEST	clean_4EHF.pdb
2D86	EXP_BEST	clean_2D86.pdb
2H4F	EXP_BEST	clean_2H4F.pdb
2ZY0	EXP_BEST	clean_2ZY0.pdb
7UT0	EXP_BEST	clean_7UT0.pdb
5ABA	EXP_BEST	clean_5ABA.pdb
1TKN	EXP_BEST	clean_1TKN.pdb
3IIY	EXP_BEST	clean_3IIY.pdb
8IOD	EXP_BEST	clean_8IOD.pdb
1X5P	EXP_BEST	clean_1X5P.pdb
3N57	EXP_BEST	clean_3N57.pdb
5H24	EXP_BEST	clean_5H24.pdb
6SHH	EXP_BEST	clean_6SHH.pdb
4OEW	EXP_BEST	clean_4OEW.pdb
2EH0	EXP_BEST	clean_2EH0.pdb
5C67	EXP_BEST	clean_5C67.pdb
8Q8S	EXP_BEST	clean_8Q8S.pdb
3KYR	EXP_BEST	clean_3KYR.pdb
7OBL	EXP_BEST	clean_7OBL.pdb
1EA8	EXP_BEST	clean_1EA8.pdb
1JT5	EXP_BEST	clean_1JT5.pdb
1XN3	EXP_BEST	clean_1XN3.pdb
2HD4	EXP_BEST	clean_2HD4.pdb
7YNN	EXP_BEST	clean_7YNN.pdb
7NSC	EXP_BEST	clean_7NSC.pdb
6RWU	EXP_BEST	clean_6RWU.pdb
5KPK	EXP_BEST	clean_5KPK.pdb
7NCI	EXP_BEST	clean_7NCI.pdb
9D5K	EXP_BEST	clean_9D5K.pdb
4I1C	EXP_BEST	clean_4I1C.pdb
7R4T	EXP_BEST	clean_7R4T.pdb
1K5B	EXP_BEST	clean_1K5B.pdb
3BB2	EXP_BEST	clean_3BB2.pdb
1O6U	EXP_BEST	clean_1O6U.pdb
4ZNN	EXP_BEST	clean_4ZNN.pdb
5QH4	EXP_BEST	clean_5QH4.pdb
6HVC	EXP_BEST	clean_6HVC.pdb
2QU2	EXP_BEST	clean_2QU2.pdb
7T2H	EXP_BEST	clean_7T2H.pdb
5SHC	EXP_BEST	clean_5SHC.pdb
2WAJ	EXP_BEST	clean_2WAJ.pdb
2BBW	EXP_BEST	clean_2BBW.pdb
1LGB	EXP_BEST	clean_1LGB.pdb
6WOB	EXP_BEST	clean_6WOB.pdb
6J8I	EXP_BEST	clean_6J8I.pdb
2FHI	EXP_BEST	clean_2FHI.pdb
6XAF	EXP_BEST	clean_6XAF.pdb
8H4K	EXP_BEST	clean_8H4K.pdb
7UJT	EXP_BEST	clean_7UJT.pdb
4MJH	EXP_BEST	clean_4MJH.pdb
1R6J	EXP_BEST	clean_1R6J.pdb
3U7D	EXP_BEST	clean_3U7D.pdb
8HY5	EXP_BEST	clean_8HY5.pdb
8F0K	EXP_BEST	clean_8F0K.pdb
9BFJ	EXP_BEST	clean_9BFJ.pdb
5SJT	EXP_BEST	clean_5SJT.pdb
7UW4	EXP_BEST	clean_7UW4.pdb
6L65	EXP_BEST	clean_6L65.pdb
7U12	EXP_BEST	clean_7U12.pdb
6PXP	EXP_BEST	clean_6PXP.pdb
3TPP	EXP_BEST	clean_3TPP.pdb
1N76	EXP_BEST	clean_1N76.pdb
1WIZ	EXP_BEST	clean_1WIZ.pdb
7VKT	EXP_BEST	clean_7VKT.pdb
4OBP	EXP_BEST	clean_4OBP.pdb
5SFO	EXP_BEST	clean_5SFO.pdb
4TQE	EXP_BEST	clean_4TQE.pdb
2QQM	EXP_BEST	clean_2QQM.pdb
6SHI	EXP_BEST	clean_6SHI.pdb
4WDT	EXP_BEST	clean_4WDT.pdb
5SGL	EXP_BEST	clean_5SGL.pdb
1Z9E	EXP_BEST	clean_1Z9E.pdb
4MNF	EXP_BEST	clean_4MNF.pdb
8WWN	EXP_BEST	clean_8WWN.pdb
2G48	EXP_BEST	clean_2G48.pdb
7P67	EXP_BEST	clean_7P67.pdb
7EU8	EXP_BEST	clean_7EU8.pdb
3UEC	EXP_BEST	clean_3UEC.pdb
5MK4	EXP_BEST	clean_5MK4.pdb
3H0E	EXP_BEST	clean_3H0E.pdb
2M5P	EXP_BEST	clean_2M5P.pdb
5WVE	EXP_BEST	clean_5WVE.pdb
1ZSX	EXP_BEST	clean_1ZSX.pdb
1H6I	EXP_BEST	clean_1H6I.pdb
5SFC	EXP_BEST	clean_5SFC.pdb
1Z0Q	EXP_BEST	clean_1Z0Q.pdb
5SE8	EXP_BEST	clean_5SE8.pdb
6W0O	EXP_BEST	clean_6W0O.pdb
3FER	EXP_BEST	clean_3FER.pdb
5MCQ	EXP_BEST	clean_5MCQ.pdb
1A6Y	EXP_BEST	clean_1A6Y.pdb
8DWG	EXP_BEST	clean_8DWG.pdb
5SH7	EXP_BEST	clean_5SH7.pdb
7LPK	EXP_BEST	clean_7LPK.pdb
9AYH	EXP_BEST	clean_9AYH.pdb
4I11	EXP_BEST	clean_4I11.pdb
7EGU	EXP_BEST	clean_7EGU.pdb
4XKX	EXP_BEST	clean_4XKX.pdb
1YPU	EXP_BEST	clean_1YPU.pdb
3C0G	EXP_BEST	clean_3C0G.pdb
5SFA	EXP_BEST	clean_5SFA.pdb
5J2R	EXP_BEST	clean_5J2R.pdb
8ANS	EXP_BEST	clean_8ANS.pdb
5QDD	EXP_BEST	clean_5QDD.pdb
6VP6	EXP_BEST	clean_6VP6.pdb
6YMO	EXP_BEST	clean_6YMO.pdb
7FCH	EXP_BEST	clean_7FCH.pdb
7UTJ	EXP_BEST	clean_7UTJ.pdb
4CG4	EXP_BEST	clean_4CG4.pdb
8VS0	EXP_BEST	clean_8VS0.pdb
5I9V	EXP_BEST	clean_5I9V.pdb
5R4O	EXP_BEST	clean_5R4O.pdb
3CKX	EXP_BEST	clean_3CKX.pdb
8BOI	EXP_BEST	clean_8BOI.pdb
8BSM	EXP_BEST	clean_8BSM.pdb
4CN5	EXP_BEST	clean_4CN5.pdb
7B4D	EXP_BEST	clean_7B4D.pdb
8WUY	EXP_BEST	clean_8WUY.pdb
3FI2	EXP_BEST	clean_3FI2.pdb
6DE4	EXP_BEST	clean_6DE4.pdb
9AYG	EXP_BEST	clean_9AYG.pdb
8JIL	EXP_BEST	clean_8JIL.pdb
1DCY	EXP_BEST	clean_1DCY.pdb
6GPK	EXP_BEST	clean_6GPK.pdb
7WJX	EXP_BEST	clean_7WJX.pdb
2LOV	EXP_BEST	clean_2LOV.pdb
5SKT	EXP_BEST	clean_5SKT.pdb
3RTN	EXP_BEST	clean_3RTN.pdb
6ZJF	EXP_BEST	clean_6ZJF.pdb
4I0Z	EXP_BEST	clean_4I0Z.pdb
8D0U	EXP_BEST	clean_8D0U.pdb
8ZH8	EXP_BEST	clean_8ZH8.pdb
8INR	EXP_BEST	clean_8INR.pdb
6FMC	EXP_BEST	clean_6FMC.pdb
5JZN	EXP_BEST	clean_5JZN.pdb
6EMH	EXP_BEST	clean_6EMH.pdb
7XXI	EXP_BEST	clean_7XXI.pdb
5SFX	EXP_BEST	clean_5SFX.pdb
5L0R	EXP_BEST	clean_5L0R.pdb
1A1A	EXP_BEST	clean_1A1A.pdb
8OG0	EXP_BEST	clean_8OG0.pdb
6C7J	EXP_BEST	clean_6C7J.pdb
4X2G	EXP_BEST	clean_4X2G.pdb
2XYG	EXP_BEST	clean_2XYG.pdb
5K9R	EXP_BEST	clean_5K9R.pdb
5SJR	EXP_BEST	clean_5SJR.pdb
2L14	EXP_BEST	clean_2L14.pdb
6YM3	EXP_BEST	clean_6YM3.pdb
5PWY	EXP_BEST	clean_5PWY.pdb
1OBZ	EXP_BEST	clean_1OBZ.pdb
1FM9	EXP_BEST	clean_1FM9.pdb
1XP0	EXP_BEST	clean_1XP0.pdb
6HK3	EXP_BEST	clean_6HK3.pdb
8KCS	EXP_BEST	clean_8KCS.pdb
2Q7D	EXP_BEST	clean_2Q7D.pdb
1LFG	EXP_BEST	clean_1LFG.pdb
3OOZ	EXP_BEST	clean_3OOZ.pdb
4KVP	EXP_BEST	clean_4KVP.pdb
2MWN	EXP_BEST	clean_2MWN.pdb
6GXK	EXP_BEST	clean_6GXK.pdb
9COY	EXP_BEST	clean_9COY.pdb
2RQU	EXP_BEST	clean_2RQU.pdb
3DKG	EXP_BEST	clean_3DKG.pdb
7NWC	EXP_BEST	clean_7NWC.pdb
8ZX4	EXP_BEST	clean_8ZX4.pdb
4AP7	EXP_BEST	clean_4AP7.pdb
5SEC	EXP_BEST	clean_5SEC.pdb
4XIF	EXP_BEST	clean_4XIF.pdb
6OP9	EXP_BEST	clean_6OP9.pdb
3R8H	EXP_BEST	clean_3R8H.pdb
5UC1	EXP_BEST	clean_5UC1.pdb
6G5N	EXP_BEST	clean_6G5N.pdb
1OBY	EXP_BEST	clean_1OBY.pdb
1J1A	EXP_BEST	clean_1J1A.pdb
6HEM	EXP_BEST	clean_6HEM.pdb
5ADR	EXP_BEST	clean_5ADR.pdb
5DEG	EXP_BEST	clean_5DEG.pdb
3KTR	EXP_BEST	clean_3KTR.pdb
2EEG	EXP_BEST	clean_2EEG.pdb
6F6R	EXP_BEST	clean_6F6R.pdb
8I7V	EXP_BEST	clean_8I7V.pdb
7N4N	EXP_BEST	clean_7N4N.pdb
7LT6	EXP_BEST	clean_7LT6.pdb
4XOS	EXP_BEST	clean_4XOS.pdb
5LSP	EXP_BEST	clean_5LSP.pdb
6CVN	EXP_BEST	clean_6CVN.pdb
6FBR	EXP_BEST	clean_6FBR.pdb
6SZF	EXP_BEST	clean_6SZF.pdb
4FMW	EXP_BEST	clean_4FMW.pdb
3BKJ	EXP_BEST	clean_3BKJ.pdb
6WZG	EXP_BEST	clean_6WZG.pdb
8JHN	EXP_BEST	clean_8JHN.pdb
2Y3L	EXP_BEST	clean_2Y3L.pdb
5PY4	EXP_BEST	clean_5PY4.pdb
3TPL	EXP_BEST	clean_3TPL.pdb
2ZPK	EXP_BEST	clean_2ZPK.pdb
5MY4	EXP_BEST	clean_5MY4.pdb
2WZ1	EXP_BEST	clean_2WZ1.pdb
2HLZ	EXP_BEST	clean_2HLZ.pdb
3BHO	EXP_BEST	clean_3BHO.pdb
4QUI	EXP_BEST	clean_4QUI.pdb
8E8P	EXP_BEST	clean_8E8P.pdb
3FJI	EXP_BEST	clean_3FJI.pdb
4HKN	EXP_BEST	clean_4HKN.pdb
1LQB	EXP_BEST	clean_1LQB.pdb
1I3Z	EXP_BEST	clean_1I3Z.pdb
4OJF	EXP_BEST	clean_4OJF.pdb
4AGM	EXP_BEST	clean_4AGM.pdb
2CT3	EXP_BEST	clean_2CT3.pdb
2DL7	EXP_BEST	clean_2DL7.pdb
5GTJ	EXP_BEST	clean_5GTJ.pdb
5SGV	EXP_BEST	clean_5SGV.pdb
5VP1	EXP_BEST	clean_5VP1.pdb
5YK3	EXP_BEST	clean_5YK3.pdb
3IK7	EXP_BEST	clean_3IK7.pdb
5SJF	EXP_BEST	clean_5SJF.pdb
5QCU	EXP_BEST	clean_5QCU.pdb
3CD8	EXP_BEST	clean_3CD8.pdb
