FINAL SELECTION REPORT
========================================
Total Unique Structures: 21240
Breakdown by Source:
  - EXP_BEST: 7473
  - EXP_OTHER: 12438
  - AF_TRIMMED: 1131
  - AF_RAW: 198

Detailed List:
PDB_ID	Source	Original_File
7ZUB	EXP_OTHER	clean_7ZUB.pdb
1QG7	EXP_OTHER	clean_1QG7.pdb
1IMH	EXP_OTHER	clean_1IMH.pdb
5U17	EXP_OTHER	clean_5U17.pdb
3PE0	EXP_OTHER	clean_3PE0.pdb
5JKV	EXP_OTHER	clean_5JKV.pdb
4MU7	EXP_OTHER	clean_4MU7.pdb
7DF1	EXP_OTHER	clean_7DF1.pdb
2Y34	EXP_OTHER	clean_2Y34.pdb
4GXL	EXP_OTHER	clean_4GXL.pdb
4WWO	EXP_OTHER	clean_4WWO.pdb
2C3T	EXP_OTHER	clean_2C3T.pdb
2XRU	EXP_OTHER	clean_2XRU.pdb
2PW3	EXP_OTHER	clean_2PW3.pdb
6AKK	EXP_OTHER	clean_6AKK.pdb
4W1O	EXP_OTHER	clean_4W1O.pdb
6RCW	EXP_OTHER	clean_6RCW.pdb
6W9U	EXP_OTHER	clean_6W9U.pdb
3FUR	EXP_OTHER	clean_3FUR.pdb
5SVI	EXP_OTHER	clean_5SVI.pdb
6KZH	EXP_OTHER	clean_6KZH.pdb
5ZKQ	EXP_OTHER	clean_5ZKQ.pdb
5NN1	EXP_OTHER	clean_5NN1.pdb
4YIK	EXP_OTHER	clean_4YIK.pdb
2Q61	EXP_OTHER	clean_2Q61.pdb
7OWM	EXP_OTHER	clean_7OWM.pdb
7PDC	EXP_OTHER	clean_7PDC.pdb
8WE4	EXP_OTHER	clean_8WE4.pdb
6KN0	EXP_OTHER	clean_6KN0.pdb
8XGS	EXP_OTHER	clean_8XGS.pdb
6DF5	EXP_OTHER	clean_6DF5.pdb
3QC8	EXP_OTHER	clean_3QC8.pdb
2H7C	EXP_OTHER	clean_2H7C.pdb
7W9M	EXP_OTHER	clean_7W9M.pdb
7LBF	EXP_OTHER	clean_7LBF.pdb
6CZO	EXP_OTHER	clean_6CZO.pdb
6NAD	EXP_OTHER	clean_6NAD.pdb
2ZV2	EXP_OTHER	clean_2ZV2.pdb
6T8P	EXP_OTHER	clean_6T8P.pdb
3T3S	EXP_OTHER	clean_3T3S.pdb
5ULO	EXP_OTHER	clean_5ULO.pdb
2ZM3	EXP_OTHER	clean_2ZM3.pdb
8BCY	EXP_OTHER	clean_8BCY.pdb
2F11	EXP_OTHER	clean_2F11.pdb
7Q28	EXP_OTHER	clean_7Q28.pdb
5ZKP	EXP_OTHER	clean_5ZKP.pdb
4FRQ	EXP_OTHER	clean_4FRQ.pdb
3L8X	EXP_OTHER	clean_3L8X.pdb
4EDF	EXP_OTHER	clean_4EDF.pdb
5JDR	EXP_OTHER	clean_5JDR.pdb
2C7W	EXP_OTHER	clean_2C7W.pdb
5Q4U	EXP_OTHER	clean_5Q4U.pdb
1RK4	EXP_OTHER	clean_1RK4.pdb
5MAF	EXP_OTHER	clean_5MAF.pdb
5D5K	EXP_OTHER	clean_5D5K.pdb
4N6N	EXP_OTHER	clean_4N6N.pdb
2XQN	EXP_OTHER	clean_2XQN.pdb
8P70	EXP_OTHER	clean_8P70.pdb
5Z1D	EXP_OTHER	clean_5Z1D.pdb
2ZK0	EXP_OTHER	clean_2ZK0.pdb
3OLL	EXP_OTHER	clean_3OLL.pdb
3L8N	EXP_OTHER	clean_3L8N.pdb
7S8B	EXP_OTHER	clean_7S8B.pdb
3P9H	EXP_OTHER	clean_3P9H.pdb
4QJW	EXP_OTHER	clean_4QJW.pdb
6DRY	EXP_OTHER	clean_6DRY.pdb
4GE9	EXP_OTHER	clean_4GE9.pdb
7XYT	EXP_OTHER	clean_7XYT.pdb
4PZI	EXP_OTHER	clean_4PZI.pdb
6SMV	EXP_OTHER	clean_6SMV.pdb
7XM3	EXP_OTHER	clean_7XM3.pdb
7GAI	EXP_OTHER	clean_7GAI.pdb
6E5Z	EXP_OTHER	clean_6E5Z.pdb
5APJ	EXP_OTHER	clean_5APJ.pdb
8AQN	EXP_OTHER	clean_8AQN.pdb
8FF2	EXP_OTHER	clean_8FF2.pdb
2YVQ	EXP_OTHER	clean_2YVQ.pdb
2ZNN	EXP_OTHER	clean_2ZNN.pdb
4YON	EXP_OTHER	clean_4YON.pdb
4NXX	EXP_OTHER	clean_4NXX.pdb
6GE3	EXP_OTHER	clean_6GE3.pdb
4O7X	EXP_OTHER	clean_4O7X.pdb
4RVK	EXP_OTHER	clean_4RVK.pdb
6K0O	EXP_OTHER	clean_6K0O.pdb
1NWU	EXP_OTHER	clean_1NWU.pdb
4WKF	EXP_OTHER	clean_4WKF.pdb
6Q9U	EXP_OTHER	clean_6Q9U.pdb
1NUR	EXP_OTHER	clean_1NUR.pdb
8DTN	EXP_OTHER	clean_8DTN.pdb
3GEF	EXP_OTHER	clean_3GEF.pdb
4MI0	EXP_OTHER	clean_4MI0.pdb
4O18	EXP_OTHER	clean_4O18.pdb
1IKT	EXP_OTHER	clean_1IKT.pdb
1K86	EXP_OTHER	clean_1K86.pdb
7E7B	EXP_OTHER	clean_7E7B.pdb
5UFP	EXP_OTHER	clean_5UFP.pdb
2A98	EXP_OTHER	clean_2A98.pdb
6C1T	EXP_OTHER	clean_6C1T.pdb
7LK3	EXP_OTHER	clean_7LK3.pdb
5Q81	EXP_OTHER	clean_5Q81.pdb
4TNX	EXP_OTHER	clean_4TNX.pdb
8B8O	EXP_OTHER	clean_8B8O.pdb
4EJI	EXP_OTHER	clean_4EJI.pdb
6HKM	EXP_OTHER	clean_6HKM.pdb
4Y0F	EXP_OTHER	clean_4Y0F.pdb
3ZGC	EXP_OTHER	clean_3ZGC.pdb
4EYJ	EXP_OTHER	clean_4EYJ.pdb
3HFC	EXP_OTHER	clean_3HFC.pdb
3ZKF	EXP_OTHER	clean_3ZKF.pdb
9CSL	EXP_OTHER	clean_9CSL.pdb
6XQP	EXP_OTHER	clean_6XQP.pdb
7LTK	EXP_OTHER	clean_7LTK.pdb
2G5T	EXP_OTHER	clean_2G5T.pdb
7NNJ	EXP_OTHER	clean_7NNJ.pdb
7OFK	EXP_OTHER	clean_7OFK.pdb
3T3L	EXP_OTHER	clean_3T3L.pdb
7L9I	EXP_OTHER	clean_7L9I.pdb
7DSK	EXP_OTHER	clean_7DSK.pdb
4XX9	EXP_OTHER	clean_4XX9.pdb
8FZM	EXP_OTHER	clean_8FZM.pdb
4H5X	EXP_OTHER	clean_4H5X.pdb
7CIR	EXP_OTHER	clean_7CIR.pdb
4Z8M	EXP_OTHER	clean_4Z8M.pdb
5Q9U	EXP_OTHER	clean_5Q9U.pdb
7MW7	EXP_OTHER	clean_7MW7.pdb
3OPM	EXP_OTHER	clean_3OPM.pdb
7Q27	EXP_OTHER	clean_7Q27.pdb
7U0N	EXP_OTHER	clean_7U0N.pdb
5RYS	EXP_OTHER	clean_5RYS.pdb
7D5U	EXP_OTHER	clean_7D5U.pdb
4UY1	EXP_OTHER	clean_4UY1.pdb
4DJN	EXP_OTHER	clean_4DJN.pdb
4EWA	EXP_OTHER	clean_4EWA.pdb
6NFK	EXP_OTHER	clean_6NFK.pdb
7KIC	EXP_OTHER	clean_7KIC.pdb
5GHP	EXP_OTHER	clean_5GHP.pdb
8HUM	EXP_OTHER	clean_8HUM.pdb
4HY2	EXP_OTHER	clean_4HY2.pdb
8D1E	EXP_OTHER	clean_8D1E.pdb
7S48	EXP_OTHER	clean_7S48.pdb
4YJ4	EXP_OTHER	clean_4YJ4.pdb
5LIU	EXP_OTHER	clean_5LIU.pdb
5Q9Y	EXP_OTHER	clean_5Q9Y.pdb
7QWY	EXP_OTHER	clean_7QWY.pdb
2YI1	EXP_OTHER	clean_2YI1.pdb
6MEP	EXP_OTHER	clean_6MEP.pdb
3HY9	EXP_OTHER	clean_3HY9.pdb
5EMJ	EXP_OTHER	clean_5EMJ.pdb
6GEE	EXP_OTHER	clean_6GEE.pdb
9CHQ	EXP_OTHER	clean_9CHQ.pdb
3QD3	EXP_OTHER	clean_3QD3.pdb
3VHV	EXP_OTHER	clean_3VHV.pdb
3IHY	EXP_OTHER	clean_3IHY.pdb
7BTV	EXP_OTHER	clean_7BTV.pdb
3APC	EXP_OTHER	clean_3APC.pdb
6P5S	EXP_OTHER	clean_6P5S.pdb
7UFK	EXP_OTHER	clean_7UFK.pdb
6YLL	EXP_OTHER	clean_6YLL.pdb
5QSD	EXP_OTHER	clean_5QSD.pdb
7VUN	EXP_OTHER	clean_7VUN.pdb
8T36	EXP_OTHER	clean_8T36.pdb
6SFK	EXP_OTHER	clean_6SFK.pdb
5AJQ	EXP_OTHER	clean_5AJQ.pdb
6ZLY	EXP_OTHER	clean_6ZLY.pdb
8WPN	EXP_OTHER	clean_8WPN.pdb
5TFB	EXP_OTHER	clean_5TFB.pdb
9DTQ	EXP_OTHER	clean_9DTQ.pdb
3L4Y	EXP_OTHER	clean_3L4Y.pdb
4ZJR	EXP_OTHER	clean_4ZJR.pdb
2J6F	EXP_OTHER	clean_2J6F.pdb
5F0P	EXP_OTHER	clean_5F0P.pdb
2RED	EXP_OTHER	clean_2RED.pdb
5AIZ	EXP_OTHER	clean_5AIZ.pdb
5LWY	EXP_OTHER	clean_5LWY.pdb
8SYN	EXP_OTHER	clean_8SYN.pdb
3FQN	EXP_OTHER	clean_3FQN.pdb
6D5K	EXP_OTHER	clean_6D5K.pdb
4F8C	EXP_OTHER	clean_4F8C.pdb
8WM0	EXP_OTHER	clean_8WM0.pdb
4IVC	EXP_OTHER	clean_4IVC.pdb
5Z6S	EXP_OTHER	clean_5Z6S.pdb
5BX1	EXP_OTHER	clean_5BX1.pdb
4CMO	EXP_OTHER	clean_4CMO.pdb
6WQX	EXP_OTHER	clean_6WQX.pdb
4E82	EXP_OTHER	clean_4E82.pdb
4CC2	EXP_OTHER	clean_4CC2.pdb
6NG0	EXP_OTHER	clean_6NG0.pdb
4XX5	EXP_OTHER	clean_4XX5.pdb
4CAY	EXP_OTHER	clean_4CAY.pdb
4FTU	EXP_OTHER	clean_4FTU.pdb
2RIX	EXP_OTHER	clean_2RIX.pdb
6PUF	EXP_OTHER	clean_6PUF.pdb
4NDG	EXP_OTHER	clean_4NDG.pdb
3UEG	EXP_OTHER	clean_3UEG.pdb
6EA4	EXP_OTHER	clean_6EA4.pdb
4C2Z	EXP_OTHER	clean_4C2Z.pdb
4N12	EXP_OTHER	clean_4N12.pdb
7KTB	EXP_OTHER	clean_7KTB.pdb
6FER	EXP_OTHER	clean_6FER.pdb
6EDL	EXP_OTHER	clean_6EDL.pdb
6YVS	EXP_OTHER	clean_6YVS.pdb
6UV3	EXP_OTHER	clean_6UV3.pdb
5UNG	EXP_OTHER	clean_5UNG.pdb
7Q5D	EXP_OTHER	clean_7Q5D.pdb
8WWH	EXP_OTHER	clean_8WWH.pdb
4RKW	EXP_OTHER	clean_4RKW.pdb
4IDV	EXP_OTHER	clean_4IDV.pdb
7KT4	EXP_OTHER	clean_7KT4.pdb
4JVM	EXP_OTHER	clean_4JVM.pdb
3FLW	EXP_OTHER	clean_3FLW.pdb
3QR2	EXP_OTHER	clean_3QR2.pdb
3NWW	EXP_OTHER	clean_3NWW.pdb
8T2L	EXP_OTHER	clean_8T2L.pdb
6BG5	EXP_OTHER	clean_6BG5.pdb
3FSF	EXP_OTHER	clean_3FSF.pdb
6MI4	EXP_OTHER	clean_6MI4.pdb
4S0S	EXP_OTHER	clean_4S0S.pdb
2FF6	EXP_OTHER	clean_2FF6.pdb
3GD7	EXP_OTHER	clean_3GD7.pdb
6XNW	EXP_OTHER	clean_6XNW.pdb
5JEK	EXP_OTHER	clean_5JEK.pdb
6YO8	EXP_OTHER	clean_6YO8.pdb
4RCP	EXP_OTHER	clean_4RCP.pdb
6RIR	EXP_OTHER	clean_6RIR.pdb
4I5C	EXP_OTHER	clean_4I5C.pdb
5ZXK	EXP_OTHER	clean_5ZXK.pdb
4GU9	EXP_OTHER	clean_4GU9.pdb
3BV3	EXP_OTHER	clean_3BV3.pdb
2Y05	EXP_OTHER	clean_2Y05.pdb
4L4L	EXP_OTHER	clean_4L4L.pdb
2I78	EXP_OTHER	clean_2I78.pdb
7KT8	EXP_OTHER	clean_7KT8.pdb
3F2N	EXP_OTHER	clean_3F2N.pdb
5QII	EXP_OTHER	clean_5QII.pdb
6OO9	EXP_OTHER	clean_6OO9.pdb
6MI3	EXP_OTHER	clean_6MI3.pdb
6SFJ	EXP_OTHER	clean_6SFJ.pdb
4MQE	EXP_OTHER	clean_4MQE.pdb
8DSD	EXP_OTHER	clean_8DSD.pdb
6VGJ	EXP_OTHER	clean_6VGJ.pdb
8WX7	EXP_OTHER	clean_8WX7.pdb
4BID	EXP_OTHER	clean_4BID.pdb
3U0R	EXP_OTHER	clean_3U0R.pdb
4FA2	EXP_OTHER	clean_4FA2.pdb
7F2L	EXP_OTHER	clean_7F2L.pdb
8HHP	EXP_OTHER	clean_8HHP.pdb
9CGB	EXP_OTHER	clean_9CGB.pdb
1G3N	EXP_OTHER	clean_1G3N.pdb
7KVH	EXP_OTHER	clean_7KVH.pdb
5QOM	EXP_OTHER	clean_5QOM.pdb
8E0A	EXP_OTHER	clean_8E0A.pdb
4DFW	EXP_OTHER	clean_4DFW.pdb
4LMZ	EXP_OTHER	clean_4LMZ.pdb
7JVM	EXP_OTHER	clean_7JVM.pdb
6ISM	EXP_OTHER	clean_6ISM.pdb
5XOD	EXP_OTHER	clean_5XOD.pdb
4UAK	EXP_OTHER	clean_4UAK.pdb
1R7Y	EXP_OTHER	clean_1R7Y.pdb
4GDX	EXP_OTHER	clean_4GDX.pdb
6Z1X	EXP_OTHER	clean_6Z1X.pdb
2UZX	EXP_OTHER	clean_2UZX.pdb
5F7G	EXP_OTHER	clean_5F7G.pdb
2ZKN	EXP_OTHER	clean_2ZKN.pdb
4OEM	EXP_OTHER	clean_4OEM.pdb
8Y16	EXP_OTHER	clean_8Y16.pdb
6NAS	EXP_OTHER	clean_6NAS.pdb
5L8O	EXP_OTHER	clean_5L8O.pdb
8CN1	EXP_OTHER	clean_8CN1.pdb
8I7X	EXP_OTHER	clean_8I7X.pdb
1MKD	EXP_OTHER	clean_1MKD.pdb
8A7N	EXP_OTHER	clean_8A7N.pdb
5UNF	EXP_OTHER	clean_5UNF.pdb
1KV2	EXP_OTHER	clean_1KV2.pdb
7B5F	EXP_OTHER	clean_7B5F.pdb
4PQW	EXP_OTHER	clean_4PQW.pdb
6YJD	EXP_OTHER	clean_6YJD.pdb
6Q9S	EXP_OTHER	clean_6Q9S.pdb
5Q65	EXP_OTHER	clean_5Q65.pdb
2X8I	EXP_OTHER	clean_2X8I.pdb
5J48	EXP_OTHER	clean_5J48.pdb
3X0A	EXP_OTHER	clean_3X0A.pdb
1O7S	EXP_OTHER	clean_1O7S.pdb
7KT9	EXP_OTHER	clean_7KT9.pdb
7XO9	EXP_OTHER	clean_7XO9.pdb
2UZR	EXP_OTHER	clean_2UZR.pdb
5H2U	EXP_OTHER	clean_5H2U.pdb
3SCL	EXP_OTHER	clean_3SCL.pdb
6XA8	EXP_OTHER	clean_6XA8.pdb
1WRM	EXP_OTHER	clean_1WRM.pdb
3ELB	EXP_OTHER	clean_3ELB.pdb
1XNJ	EXP_OTHER	clean_1XNJ.pdb
2I7D	EXP_OTHER	clean_2I7D.pdb
3IPS	EXP_OTHER	clean_3IPS.pdb
2OJX	EXP_OTHER	clean_2OJX.pdb
5TYE	EXP_OTHER	clean_5TYE.pdb
9KQE	EXP_OTHER	clean_9KQE.pdb
6IBF	EXP_OTHER	clean_6IBF.pdb
5QP3	EXP_OTHER	clean_5QP3.pdb
1FH0	EXP_OTHER	clean_1FH0.pdb
2QJ9	EXP_OTHER	clean_2QJ9.pdb
4N7U	EXP_OTHER	clean_4N7U.pdb
8XN6	EXP_OTHER	clean_8XN6.pdb
4KIQ	EXP_OTHER	clean_4KIQ.pdb
6IPG	EXP_OTHER	clean_6IPG.pdb
4LZD	EXP_OTHER	clean_4LZD.pdb
4O3T	EXP_OTHER	clean_4O3T.pdb
3P1P	EXP_OTHER	clean_3P1P.pdb
7GAF	EXP_OTHER	clean_7GAF.pdb
8E5N	EXP_OTHER	clean_8E5N.pdb
3B5R	EXP_OTHER	clean_3B5R.pdb
5EYO	EXP_OTHER	clean_5EYO.pdb
3QIS	EXP_OTHER	clean_3QIS.pdb
7K28	EXP_OTHER	clean_7K28.pdb
6YR7	EXP_OTHER	clean_6YR7.pdb
6SAN	EXP_OTHER	clean_6SAN.pdb
6OOA	EXP_OTHER	clean_6OOA.pdb
4UHI	EXP_OTHER	clean_4UHI.pdb
3AQG	EXP_OTHER	clean_3AQG.pdb
7E0P	EXP_OTHER	clean_7E0P.pdb
5O2C	EXP_OTHER	clean_5O2C.pdb
7U8W	EXP_OTHER	clean_7U8W.pdb
7QWU	EXP_OTHER	clean_7QWU.pdb
7U8V	EXP_OTHER	clean_7U8V.pdb
5OBJ	EXP_OTHER	clean_5OBJ.pdb
1I7I	EXP_OTHER	clean_1I7I.pdb
4EWQ	EXP_OTHER	clean_4EWQ.pdb
8RMD	EXP_OTHER	clean_8RMD.pdb
3P1Q	EXP_OTHER	clean_3P1Q.pdb
5JIY	EXP_OTHER	clean_5JIY.pdb
3L1B	EXP_OTHER	clean_3L1B.pdb
1ZGL	EXP_OTHER	clean_1ZGL.pdb
5U2V	EXP_OTHER	clean_5U2V.pdb
5A4E	EXP_OTHER	clean_5A4E.pdb
5Q8Y	EXP_OTHER	clean_5Q8Y.pdb
5GVD	EXP_OTHER	clean_5GVD.pdb
2NPT	EXP_OTHER	clean_2NPT.pdb
3I0F	EXP_OTHER	clean_3I0F.pdb
6DAF	EXP_OTHER	clean_6DAF.pdb
6FGA	EXP_OTHER	clean_6FGA.pdb
6OB2	EXP_OTHER	clean_6OB2.pdb
8VGI	EXP_OTHER	clean_8VGI.pdb
3K6G	EXP_OTHER	clean_3K6G.pdb
7QHZ	EXP_OTHER	clean_7QHZ.pdb
3SX5	EXP_OTHER	clean_3SX5.pdb
3U6J	EXP_OTHER	clean_3U6J.pdb
6DWN	EXP_OTHER	clean_6DWN.pdb
6BA5	EXP_OTHER	clean_6BA5.pdb
5RZN	EXP_OTHER	clean_5RZN.pdb
7EVS	EXP_OTHER	clean_7EVS.pdb
8Y85	EXP_OTHER	clean_8Y85.pdb
2XVT	EXP_OTHER	clean_2XVT.pdb
6HOI	EXP_OTHER	clean_6HOI.pdb
6ZMK	EXP_OTHER	clean_6ZMK.pdb
3BV7	EXP_OTHER	clean_3BV7.pdb
8S0N	EXP_OTHER	clean_8S0N.pdb
7RTK	EXP_OTHER	clean_7RTK.pdb
2YIT	EXP_OTHER	clean_2YIT.pdb
3KKT	EXP_OTHER	clean_3KKT.pdb
8SYO	EXP_OTHER	clean_8SYO.pdb
5Q5V	EXP_OTHER	clean_5Q5V.pdb
6T4T	EXP_OTHER	clean_6T4T.pdb
4GQ0	EXP_OTHER	clean_4GQ0.pdb
5ETC	EXP_OTHER	clean_5ETC.pdb
3OLS	EXP_OTHER	clean_3OLS.pdb
5FE8	EXP_OTHER	clean_5FE8.pdb
2FLU	EXP_OTHER	clean_2FLU.pdb
5AQF	EXP_OTHER	clean_5AQF.pdb
2QTB	EXP_OTHER	clean_2QTB.pdb
5MK2	EXP_OTHER	clean_5MK2.pdb
3P90	EXP_OTHER	clean_3P90.pdb
2Q8Y	EXP_OTHER	clean_2Q8Y.pdb
4OHK	EXP_OTHER	clean_4OHK.pdb
2WEL	EXP_OTHER	clean_2WEL.pdb
7XVY	EXP_OTHER	clean_7XVY.pdb
3O4U	EXP_OTHER	clean_3O4U.pdb
5TWY	EXP_OTHER	clean_5TWY.pdb
6KEY	EXP_OTHER	clean_6KEY.pdb
6E44	EXP_OTHER	clean_6E44.pdb
7LBO	EXP_OTHER	clean_7LBO.pdb
6WAU	EXP_OTHER	clean_6WAU.pdb
7N81	EXP_OTHER	clean_7N81.pdb
5Q7Y	EXP_OTHER	clean_5Q7Y.pdb
2Z5Y	EXP_OTHER	clean_2Z5Y.pdb
6EHP	EXP_OTHER	clean_6EHP.pdb
6JWM	EXP_OTHER	clean_6JWM.pdb
2NO2	EXP_OTHER	clean_2NO2.pdb
8GUT	EXP_OTHER	clean_8GUT.pdb
5ANW	EXP_OTHER	clean_5ANW.pdb
4EDN	EXP_OTHER	clean_4EDN.pdb
5LRW	EXP_OTHER	clean_5LRW.pdb
3FMN	EXP_OTHER	clean_3FMN.pdb
6CN6	EXP_OTHER	clean_6CN6.pdb
6ZBO	EXP_OTHER	clean_6ZBO.pdb
6DWM	EXP_OTHER	clean_6DWM.pdb
5UFI	EXP_OTHER	clean_5UFI.pdb
6P8G	EXP_OTHER	clean_6P8G.pdb
4OO7	EXP_OTHER	clean_4OO7.pdb
3SQO	EXP_OTHER	clean_3SQO.pdb
3ADV	EXP_OTHER	clean_3ADV.pdb
3GBK	EXP_OTHER	clean_3GBK.pdb
5TYX	EXP_OTHER	clean_5TYX.pdb
3VUH	EXP_OTHER	clean_3VUH.pdb
6PNM	EXP_OTHER	clean_6PNM.pdb
8AU3	EXP_OTHER	clean_8AU3.pdb
8CK4	EXP_OTHER	clean_8CK4.pdb
5LXM	EXP_OTHER	clean_5LXM.pdb
2BOA	EXP_OTHER	clean_2BOA.pdb
1LN1	EXP_OTHER	clean_1LN1.pdb
6V52	EXP_OTHER	clean_6V52.pdb
4BYI	EXP_OTHER	clean_4BYI.pdb
7KTK	EXP_OTHER	clean_7KTK.pdb
8GCY	EXP_OTHER	clean_8GCY.pdb
1Y2B	EXP_OTHER	clean_1Y2B.pdb
3DQV	EXP_OTHER	clean_3DQV.pdb
1QIB	EXP_OTHER	clean_1QIB.pdb
8E3X	EXP_OTHER	clean_8E3X.pdb
6A65	EXP_OTHER	clean_6A65.pdb
5KBD	EXP_OTHER	clean_5KBD.pdb
4ZCV	EXP_OTHER	clean_4ZCV.pdb
2Z4B	EXP_OTHER	clean_2Z4B.pdb
4JZQ	EXP_OTHER	clean_4JZQ.pdb
1C1Y	EXP_OTHER	clean_1C1Y.pdb
4ZHT	EXP_OTHER	clean_4ZHT.pdb
4ZSL	EXP_OTHER	clean_4ZSL.pdb
5W52	EXP_OTHER	clean_5W52.pdb
8JC5	EXP_OTHER	clean_8JC5.pdb
3NY2	EXP_OTHER	clean_3NY2.pdb
3E8R	EXP_OTHER	clean_3E8R.pdb
4F9W	EXP_OTHER	clean_4F9W.pdb
5KU6	EXP_OTHER	clean_5KU6.pdb
3L3Z	EXP_OTHER	clean_3L3Z.pdb
2IT5	EXP_OTHER	clean_2IT5.pdb
5QRI	EXP_OTHER	clean_5QRI.pdb
4GEO	EXP_OTHER	clean_4GEO.pdb
6JQ7	EXP_OTHER	clean_6JQ7.pdb
2DQZ	EXP_OTHER	clean_2DQZ.pdb
2X8A	EXP_OTHER	clean_2X8A.pdb
5CJ0	EXP_OTHER	clean_5CJ0.pdb
5FE5	EXP_OTHER	clean_5FE5.pdb
6C1I	EXP_OTHER	clean_6C1I.pdb
7YBB	EXP_OTHER	clean_7YBB.pdb
8I8S	EXP_OTHER	clean_8I8S.pdb
5QOV	EXP_OTHER	clean_5QOV.pdb
7F8R	EXP_OTHER	clean_7F8R.pdb
4CMM	EXP_OTHER	clean_4CMM.pdb
3D7Z	EXP_OTHER	clean_3D7Z.pdb
8CPI	EXP_OTHER	clean_8CPI.pdb
5OOB	EXP_OTHER	clean_5OOB.pdb
3BVO	EXP_OTHER	clean_3BVO.pdb
4NB6	EXP_OTHER	clean_4NB6.pdb
7GAB	EXP_OTHER	clean_7GAB.pdb
4IY4	EXP_OTHER	clean_4IY4.pdb
5Q0P	EXP_OTHER	clean_5Q0P.pdb
5Q3R	EXP_OTHER	clean_5Q3R.pdb
1EEM	EXP_OTHER	clean_1EEM.pdb
5ELT	EXP_OTHER	clean_5ELT.pdb
7QYT	EXP_OTHER	clean_7QYT.pdb
2XZE	EXP_OTHER	clean_2XZE.pdb
6L4O	EXP_OTHER	clean_6L4O.pdb
6TXF	EXP_OTHER	clean_6TXF.pdb
5RAV	EXP_OTHER	clean_5RAV.pdb
5U4V	EXP_OTHER	clean_5U4V.pdb
2Z0O	EXP_OTHER	clean_2Z0O.pdb
3SHB	EXP_OTHER	clean_3SHB.pdb
7BLB	EXP_OTHER	clean_7BLB.pdb
1R2B	EXP_OTHER	clean_1R2B.pdb
3S84	EXP_OTHER	clean_3S84.pdb
7RXE	EXP_OTHER	clean_7RXE.pdb
6HVD	EXP_OTHER	clean_6HVD.pdb
4UTR	EXP_OTHER	clean_4UTR.pdb
6UXX	EXP_OTHER	clean_6UXX.pdb
3SZA	EXP_OTHER	clean_3SZA.pdb
6G3T	EXP_OTHER	clean_6G3T.pdb
4FTI	EXP_OTHER	clean_4FTI.pdb
3QAQ	EXP_OTHER	clean_3QAQ.pdb
8ZFS	EXP_OTHER	clean_8ZFS.pdb
6PNO	EXP_OTHER	clean_6PNO.pdb
3N96	EXP_OTHER	clean_3N96.pdb
5NTK	EXP_OTHER	clean_5NTK.pdb
5MGL	EXP_OTHER	clean_5MGL.pdb
4QJP	EXP_OTHER	clean_4QJP.pdb
3FN3	EXP_OTHER	clean_3FN3.pdb
2HZ5	EXP_OTHER	clean_2HZ5.pdb
5VE9	EXP_OTHER	clean_5VE9.pdb
2OO4	EXP_OTHER	clean_2OO4.pdb
4YOC	EXP_OTHER	clean_4YOC.pdb
1LB6	EXP_OTHER	clean_1LB6.pdb
7EM2	EXP_OTHER	clean_7EM2.pdb
4PKI	EXP_OTHER	clean_4PKI.pdb
1YZT	EXP_OTHER	clean_1YZT.pdb
7VNQ	EXP_OTHER	clean_7VNQ.pdb
2CDZ	EXP_OTHER	clean_2CDZ.pdb
2OGQ	EXP_OTHER	clean_2OGQ.pdb
4TTB	EXP_OTHER	clean_4TTB.pdb
4HWB	EXP_OTHER	clean_4HWB.pdb
8U57	EXP_OTHER	clean_8U57.pdb
3ZDL	EXP_OTHER	clean_3ZDL.pdb
8EQ5	EXP_OTHER	clean_8EQ5.pdb
7ACD	EXP_OTHER	clean_7ACD.pdb
6RJP	EXP_OTHER	clean_6RJP.pdb
7F9Y	EXP_OTHER	clean_7F9Y.pdb
5L9R	EXP_OTHER	clean_5L9R.pdb
7D9Y	EXP_OTHER	clean_7D9Y.pdb
4F3F	EXP_OTHER	clean_4F3F.pdb
8TOS	EXP_OTHER	clean_8TOS.pdb
8VAZ	EXP_OTHER	clean_8VAZ.pdb
7MOX	EXP_OTHER	clean_7MOX.pdb
1I4F	EXP_OTHER	clean_1I4F.pdb
7Y3A	EXP_OTHER	clean_7Y3A.pdb
1HDO	EXP_OTHER	clean_1HDO.pdb
1NR4	EXP_OTHER	clean_1NR4.pdb
4J24	EXP_OTHER	clean_4J24.pdb
7O6D	EXP_OTHER	clean_7O6D.pdb
2CGX	EXP_OTHER	clean_2CGX.pdb
4GMV	EXP_OTHER	clean_4GMV.pdb
8IA8	EXP_OTHER	clean_8IA8.pdb
1WCY	EXP_OTHER	clean_1WCY.pdb
6BGM	EXP_OTHER	clean_6BGM.pdb
4R7V	EXP_OTHER	clean_4R7V.pdb
6F8U	EXP_OTHER	clean_6F8U.pdb
7U4Z	EXP_OTHER	clean_7U4Z.pdb
5Q9V	EXP_OTHER	clean_5Q9V.pdb
3QP3	EXP_OTHER	clean_3QP3.pdb
5J6A	EXP_OTHER	clean_5J6A.pdb
7M05	EXP_OTHER	clean_7M05.pdb
8FIJ	EXP_OTHER	clean_8FIJ.pdb
8DSZ	EXP_OTHER	clean_8DSZ.pdb
4P36	EXP_OTHER	clean_4P36.pdb
