Filename,Folder,Format,UniProt_ID,PDB_ID,Has_Match_In_Other_Folder
clean_6FIB.pdb,Experimental,PDB,Unknown,clean_6FIB,False
clean_7E6U.pdb,Experimental,PDB,Unknown,clean_7E6U,False
clean_5C65.pdb,Experimental,PDB,Unknown,clean_5C65,False
clean_4HQ0.pdb,Experimental,PDB,Unknown,clean_4HQ0,False
clean_8A31.pdb,Experimental,PDB,Unknown,clean_8A31,False
clean_8QZ3.pdb,Experimental,PDB,Unknown,clean_8QZ3,False
clean_3MFT.pdb,Experimental,PDB,Unknown,clean_3MFT,False
clean_7UK5.pdb,Experimental,PDB,Unknown,clean_7UK5,False
clean_5Y1Z.pdb,Experimental,PDB,Unknown,clean_5Y1Z,False
clean_3IIW.pdb,Experimental,PDB,Unknown,clean_3IIW,False
clean_4FYS.pdb,Experimental,PDB,Unknown,clean_4FYS,False
clean_2HM1.pdb,Experimental,PDB,Unknown,clean_2HM1,False
clean_4OQT.pdb,Experimental,PDB,Unknown,clean_4OQT,False
clean_7KVK.pdb,Experimental,PDB,Unknown,clean_7KVK,False
clean_8TSD.pdb,Experimental,PDB,Unknown,clean_8TSD,False
clean_1MHN.pdb,Experimental,PDB,Unknown,clean_1MHN,False
clean_2HVE.pdb,Experimental,PDB,Unknown,clean_2HVE,False
clean_6BFD.pdb,Experimental,PDB,Unknown,clean_6BFD,False
clean_5PYA.pdb,Experimental,PDB,Unknown,clean_5PYA,False
clean_8T2J.pdb,Experimental,PDB,Unknown,clean_8T2J,False
clean_5EOB.pdb,Experimental,PDB,Unknown,clean_5EOB,False
clean_5W21.pdb,Experimental,PDB,Unknown,clean_5W21,False
clean_3NCA.pdb,Experimental,PDB,Unknown,clean_3NCA,False
clean_4W4W.pdb,Experimental,PDB,Unknown,clean_4W4W,False
clean_2A19.pdb,Experimental,PDB,Unknown,clean_2A19,False
clean_8A32.pdb,Experimental,PDB,Unknown,clean_8A32,False
clean_8X91.pdb,Experimental,PDB,Unknown,clean_8X91,False
clean_7OVX.pdb,Experimental,PDB,Unknown,clean_7OVX,False
clean_5VOK.pdb,Experimental,PDB,Unknown,clean_5VOK,False
clean_8UZZ.pdb,Experimental,PDB,Unknown,clean_8UZZ,False
clean_9CTV.pdb,Experimental,PDB,Unknown,clean_9CTV,False
clean_4O91.pdb,Experimental,PDB,Unknown,clean_4O91,False
clean_4HTZ.pdb,Experimental,PDB,Unknown,clean_4HTZ,False
clean_2RB4.pdb,Experimental,PDB,Unknown,clean_2RB4,False
clean_8HOC.pdb,Experimental,PDB,Unknown,clean_8HOC,False
clean_4W4Y.pdb,Experimental,PDB,Unknown,clean_4W4Y,False
clean_3LPI.pdb,Experimental,PDB,Unknown,clean_3LPI,False
clean_8CAX.pdb,Experimental,PDB,Unknown,clean_8CAX,False
clean_8E98.pdb,Experimental,PDB,Unknown,clean_8E98,False
clean_8IMB.pdb,Experimental,PDB,Unknown,clean_8IMB,False
clean_8PM2.pdb,Experimental,PDB,Unknown,clean_8PM2,False
clean_7UFG.pdb,Experimental,PDB,Unknown,clean_7UFG,False
clean_6NMW.pdb,Experimental,PDB,Unknown,clean_6NMW,False
clean_4NKA.pdb,Experimental,PDB,Unknown,clean_4NKA,False
clean_6M7X.pdb,Experimental,PDB,Unknown,clean_6M7X,False
clean_2CL3.pdb,Experimental,PDB,Unknown,clean_2CL3,False
clean_6V35.pdb,Experimental,PDB,Unknown,clean_6V35,False
clean_5PZI.pdb,Experimental,PDB,Unknown,clean_5PZI,False
clean_5DQS.pdb,Experimental,PDB,Unknown,clean_5DQS,False
clean_9B1F.pdb,Experimental,PDB,Unknown,clean_9B1F,False
clean_8UWL.pdb,Experimental,PDB,Unknown,clean_8UWL,False
clean_6RSS.pdb,Experimental,PDB,Unknown,clean_6RSS,False
clean_7B33.pdb,Experimental,PDB,Unknown,clean_7B33,False
clean_4Z68.pdb,Experimental,PDB,Unknown,clean_4Z68,False
clean_1WWB.pdb,Experimental,PDB,Unknown,clean_1WWB,False
clean_8ZFC.pdb,Experimental,PDB,Unknown,clean_8ZFC,False
clean_8SMV.pdb,Experimental,PDB,Unknown,clean_8SMV,False
clean_4RMA.pdb,Experimental,PDB,Unknown,clean_4RMA,False
clean_7USZ.pdb,Experimental,PDB,Unknown,clean_7USZ,False
clean_3G84.pdb,Experimental,PDB,Unknown,clean_3G84,False
clean_3NC2.pdb,Experimental,PDB,Unknown,clean_3NC2,False
clean_8GG9.pdb,Experimental,PDB,Unknown,clean_8GG9,False
clean_3OHH.pdb,Experimental,PDB,Unknown,clean_3OHH,False
clean_7QKI.pdb,Experimental,PDB,Unknown,clean_7QKI,False
clean_7PY4.pdb,Experimental,PDB,Unknown,clean_7PY4,False
clean_5MJA.pdb,Experimental,PDB,Unknown,clean_5MJA,False
clean_5PXQ.pdb,Experimental,PDB,Unknown,clean_5PXQ,False
clean_8X93.pdb,Experimental,PDB,Unknown,clean_8X93,False
clean_5WBO.pdb,Experimental,PDB,Unknown,clean_5WBO,False
clean_2V0V.pdb,Experimental,PDB,Unknown,clean_2V0V,False
clean_1MFW.pdb,Experimental,PDB,Unknown,clean_1MFW,False
clean_4EN0.pdb,Experimental,PDB,Unknown,clean_4EN0,False
clean_1JE6.pdb,Experimental,PDB,Unknown,clean_1JE6,False
clean_1NYF.pdb,Experimental,PDB,Unknown,clean_1NYF,False
clean_6ZND.pdb,Experimental,PDB,Unknown,clean_6ZND,False
clean_6YOP.pdb,Experimental,PDB,Unknown,clean_6YOP,False
clean_5FM9.pdb,Experimental,PDB,Unknown,clean_5FM9,False
clean_5ECG.pdb,Experimental,PDB,Unknown,clean_5ECG,False
clean_4QMX.pdb,Experimental,PDB,Unknown,clean_4QMX,False
clean_5KZO.pdb,Experimental,PDB,Unknown,clean_5KZO,False
clean_8OWK.pdb,Experimental,PDB,Unknown,clean_8OWK,False
clean_7YFD.pdb,Experimental,PDB,Unknown,clean_7YFD,False
clean_5AEH.pdb,Experimental,PDB,Unknown,clean_5AEH,False
clean_5SJQ.pdb,Experimental,PDB,Unknown,clean_5SJQ,False
clean_3DAB.pdb,Experimental,PDB,Unknown,clean_3DAB,False
clean_5PXT.pdb,Experimental,PDB,Unknown,clean_5PXT,False
clean_3D4Q.pdb,Experimental,PDB,Unknown,clean_3D4Q,False
clean_4J6G.pdb,Experimental,PDB,Unknown,clean_4J6G,False
clean_6IUH.pdb,Experimental,PDB,Unknown,clean_6IUH,False
clean_5B4W.pdb,Experimental,PDB,Unknown,clean_5B4W,False
clean_8WZ2.pdb,Experimental,PDB,Unknown,clean_8WZ2,False
clean_9CZN.pdb,Experimental,PDB,Unknown,clean_9CZN,False
clean_3E1R.pdb,Experimental,PDB,Unknown,clean_3E1R,False
clean_5U09.pdb,Experimental,PDB,Unknown,clean_5U09,False
clean_8Y7L.pdb,Experimental,PDB,Unknown,clean_8Y7L,False
clean_7CZE.pdb,Experimental,PDB,Unknown,clean_7CZE,False
clean_5Y2Z.pdb,Experimental,PDB,Unknown,clean_5Y2Z,False
clean_5LAP.pdb,Experimental,PDB,Unknown,clean_5LAP,False
clean_6DU3.pdb,Experimental,PDB,Unknown,clean_6DU3,False
clean_2DB7.pdb,Experimental,PDB,Unknown,clean_2DB7,False
clean_8SAH.pdb,Experimental,PDB,Unknown,clean_8SAH,False
clean_5WG6.pdb,Experimental,PDB,Unknown,clean_5WG6,False
clean_8UO1.pdb,Experimental,PDB,Unknown,clean_8UO1,False
clean_4GUQ.pdb,Experimental,PDB,Unknown,clean_4GUQ,False
clean_2J0Z.pdb,Experimental,PDB,Unknown,clean_2J0Z,False
clean_2P83.pdb,Experimental,PDB,Unknown,clean_2P83,False
clean_8IZ4.pdb,Experimental,PDB,Unknown,clean_8IZ4,False
clean_8DHB.pdb,Experimental,PDB,Unknown,clean_8DHB,False
clean_7K1E.pdb,Experimental,PDB,Unknown,clean_7K1E,False
clean_1POE.pdb,Experimental,PDB,Unknown,clean_1POE,False
clean_5XQH.pdb,Experimental,PDB,Unknown,clean_5XQH,False
clean_8DGS.pdb,Experimental,PDB,Unknown,clean_8DGS,False
clean_5TZX.pdb,Experimental,PDB,Unknown,clean_5TZX,False
clean_1JTC.pdb,Experimental,PDB,Unknown,clean_1JTC,False
clean_2FIC.pdb,Experimental,PDB,Unknown,clean_2FIC,False
clean_6QHD.pdb,Experimental,PDB,Unknown,clean_6QHD,False
clean_3HPN.pdb,Experimental,PDB,Unknown,clean_3HPN,False
clean_5JGA.pdb,Experimental,PDB,Unknown,clean_5JGA,False
clean_2L0B.pdb,Experimental,PDB,Unknown,clean_2L0B,False
clean_6P68.pdb,Experimental,PDB,Unknown,clean_6P68,False
clean_7KQK.pdb,Experimental,PDB,Unknown,clean_7KQK,False
clean_2Q1L.pdb,Experimental,PDB,Unknown,clean_2Q1L,False
clean_7ZHP.pdb,Experimental,PDB,Unknown,clean_7ZHP,False
clean_6CU7.pdb,Experimental,PDB,Unknown,clean_6CU7,False
clean_5UO6.pdb,Experimental,PDB,Unknown,clean_5UO6,False
clean_7P8P.pdb,Experimental,PDB,Unknown,clean_7P8P,False
clean_3FAL.pdb,Experimental,PDB,Unknown,clean_3FAL,False
clean_3NBW.pdb,Experimental,PDB,Unknown,clean_3NBW,False
clean_4FED.pdb,Experimental,PDB,Unknown,clean_4FED,False
clean_4L1B.pdb,Experimental,PDB,Unknown,clean_4L1B,False
clean_2OUN.pdb,Experimental,PDB,Unknown,clean_2OUN,False
clean_6KO1.pdb,Experimental,PDB,Unknown,clean_6KO1,False
clean_4ZG9.pdb,Experimental,PDB,Unknown,clean_4ZG9,False
clean_2E48.pdb,Experimental,PDB,Unknown,clean_2E48,False
clean_7RKM.pdb,Experimental,PDB,Unknown,clean_7RKM,False
clean_8UC7.pdb,Experimental,PDB,Unknown,clean_8UC7,False
clean_1M8W.pdb,Experimental,PDB,Unknown,clean_1M8W,False
clean_5SIN.pdb,Experimental,PDB,Unknown,clean_5SIN,False
clean_7MOC.pdb,Experimental,PDB,Unknown,clean_7MOC,False
clean_4BLB.pdb,Experimental,PDB,Unknown,clean_4BLB,False
clean_9AYL.pdb,Experimental,PDB,Unknown,clean_9AYL,False
clean_4W9N.pdb,Experimental,PDB,Unknown,clean_4W9N,False
clean_6YYE.pdb,Experimental,PDB,Unknown,clean_6YYE,False
clean_6TI6.pdb,Experimental,PDB,Unknown,clean_6TI6,False
clean_3A7G.pdb,Experimental,PDB,Unknown,clean_3A7G,False
clean_3V3E.pdb,Experimental,PDB,Unknown,clean_3V3E,False
clean_8DJC.pdb,Experimental,PDB,Unknown,clean_8DJC,False
clean_5SEE.pdb,Experimental,PDB,Unknown,clean_5SEE,False
clean_4FDC.pdb,Experimental,PDB,Unknown,clean_4FDC,False
clean_8P8C.pdb,Experimental,PDB,Unknown,clean_8P8C,False
clean_7RA3.pdb,Experimental,PDB,Unknown,clean_7RA3,False
clean_7SBN.pdb,Experimental,PDB,Unknown,clean_7SBN,False
clean_3RJM.pdb,Experimental,PDB,Unknown,clean_3RJM,False
clean_6B7H.pdb,Experimental,PDB,Unknown,clean_6B7H,False
clean_8GE4.pdb,Experimental,PDB,Unknown,clean_8GE4,False
clean_3U3R.pdb,Experimental,PDB,Unknown,clean_3U3R,False
clean_4AEL.pdb,Experimental,PDB,Unknown,clean_4AEL,False
clean_2AQZ.pdb,Experimental,PDB,Unknown,clean_2AQZ,False
clean_6NCN.pdb,Experimental,PDB,Unknown,clean_6NCN,False
clean_2F3F.pdb,Experimental,PDB,Unknown,clean_2F3F,False
clean_8IA7.pdb,Experimental,PDB,Unknown,clean_8IA7,False
clean_7Y66.pdb,Experimental,PDB,Unknown,clean_7Y66,False
clean_7RWN.pdb,Experimental,PDB,Unknown,clean_7RWN,False
clean_4IAR.pdb,Experimental,PDB,Unknown,clean_4IAR,False
clean_5AM8.pdb,Experimental,PDB,Unknown,clean_5AM8,False
clean_1PMN.pdb,Experimental,PDB,Unknown,clean_1PMN,False
clean_6P8H.pdb,Experimental,PDB,Unknown,clean_6P8H,False
clean_2OHS.pdb,Experimental,PDB,Unknown,clean_2OHS,False
clean_2LD0.pdb,Experimental,PDB,Unknown,clean_2LD0,False
clean_5QHH.pdb,Experimental,PDB,Unknown,clean_5QHH,False
clean_5HU1.pdb,Experimental,PDB,Unknown,clean_5HU1,False
clean_6V4U.pdb,Experimental,PDB,Unknown,clean_6V4U,False
clean_3ITU.pdb,Experimental,PDB,Unknown,clean_3ITU,False
clean_3AU3.pdb,Experimental,PDB,Unknown,clean_3AU3,False
clean_8GZ2.pdb,Experimental,PDB,Unknown,clean_8GZ2,False
clean_7F8W.pdb,Experimental,PDB,Unknown,clean_7F8W,False
clean_7UFY.pdb,Experimental,PDB,Unknown,clean_7UFY,False
clean_1PI1.pdb,Experimental,PDB,Unknown,clean_1PI1,False
clean_5MR5.pdb,Experimental,PDB,Unknown,clean_5MR5,False
clean_1G47.pdb,Experimental,PDB,Unknown,clean_1G47,False
clean_9GAG.pdb,Experimental,PDB,Unknown,clean_9GAG,False
clean_9B80.pdb,Experimental,PDB,Unknown,clean_9B80,False
clean_3JTI.pdb,Experimental,PDB,Unknown,clean_3JTI,False
clean_4RSU.pdb,Experimental,PDB,Unknown,clean_4RSU,False
clean_8D3O.pdb,Experimental,PDB,Unknown,clean_8D3O,False
clean_7WCV.pdb,Experimental,PDB,Unknown,clean_7WCV,False
clean_4U44.pdb,Experimental,PDB,Unknown,clean_4U44,False
clean_5SGK.pdb,Experimental,PDB,Unknown,clean_5SGK,False
clean_7N2N.pdb,Experimental,PDB,Unknown,clean_7N2N,False
clean_3PT3.pdb,Experimental,PDB,Unknown,clean_3PT3,False
clean_7QK4.pdb,Experimental,PDB,Unknown,clean_7QK4,False
clean_5R4G.pdb,Experimental,PDB,Unknown,clean_5R4G,False
clean_4CHB.pdb,Experimental,PDB,Unknown,clean_4CHB,False
clean_4AT3.pdb,Experimental,PDB,Unknown,clean_4AT3,False
clean_2MZD.pdb,Experimental,PDB,Unknown,clean_2MZD,False
clean_8FGF.pdb,Experimental,PDB,Unknown,clean_8FGF,False
clean_8B6L.pdb,Experimental,PDB,Unknown,clean_8B6L,False
clean_3RTP.pdb,Experimental,PDB,Unknown,clean_3RTP,False
clean_4IBT.pdb,Experimental,PDB,Unknown,clean_4IBT,False
clean_4CAI.pdb,Experimental,PDB,Unknown,clean_4CAI,False
clean_6X3S.pdb,Experimental,PDB,Unknown,clean_6X3S,False
clean_8K89.pdb,Experimental,PDB,Unknown,clean_8K89,False
clean_8U7L.pdb,Experimental,PDB,Unknown,clean_8U7L,False
clean_8CUD.pdb,Experimental,PDB,Unknown,clean_8CUD,False
clean_7VF3.pdb,Experimental,PDB,Unknown,clean_7VF3,False
clean_2BTP.pdb,Experimental,PDB,Unknown,clean_2BTP,False
clean_3UFL.pdb,Experimental,PDB,Unknown,clean_3UFL,False
clean_7A2S.pdb,Experimental,PDB,Unknown,clean_7A2S,False
clean_6BQ1.pdb,Experimental,PDB,Unknown,clean_6BQ1,False
clean_5Y2U.pdb,Experimental,PDB,Unknown,clean_5Y2U,False
clean_4J5X.pdb,Experimental,PDB,Unknown,clean_4J5X,False
clean_4XBM.pdb,Experimental,PDB,Unknown,clean_4XBM,False
clean_4LG0.pdb,Experimental,PDB,Unknown,clean_4LG0,False
clean_6I65.pdb,Experimental,PDB,Unknown,clean_6I65,False
clean_8SBJ.pdb,Experimental,PDB,Unknown,clean_8SBJ,False
clean_8U26.pdb,Experimental,PDB,Unknown,clean_8U26,False
clean_6H4J.pdb,Experimental,PDB,Unknown,clean_6H4J,False
clean_5SJ3.pdb,Experimental,PDB,Unknown,clean_5SJ3,False
clean_5NK6.pdb,Experimental,PDB,Unknown,clean_5NK6,False
clean_6PT2.pdb,Experimental,PDB,Unknown,clean_6PT2,False
clean_6MIX.pdb,Experimental,PDB,Unknown,clean_6MIX,False
clean_8ZFZ.pdb,Experimental,PDB,Unknown,clean_8ZFZ,False
clean_8PC5.pdb,Experimental,PDB,Unknown,clean_8PC5,False
clean_1M7L.pdb,Experimental,PDB,Unknown,clean_1M7L,False
clean_1TBF.pdb,Experimental,PDB,Unknown,clean_1TBF,False
clean_6WNY.pdb,Experimental,PDB,Unknown,clean_6WNY,False
clean_2LOH.pdb,Experimental,PDB,Unknown,clean_2LOH,False
clean_8EFF.pdb,Experimental,PDB,Unknown,clean_8EFF,False
clean_6PYR.pdb,Experimental,PDB,Unknown,clean_6PYR,False
clean_7N78.pdb,Experimental,PDB,Unknown,clean_7N78,False
clean_6SZE.pdb,Experimental,PDB,Unknown,clean_6SZE,False
clean_5OKT.pdb,Experimental,PDB,Unknown,clean_5OKT,False
clean_7ATS.pdb,Experimental,PDB,Unknown,clean_7ATS,False
clean_1YTO.pdb,Experimental,PDB,Unknown,clean_1YTO,False
clean_5PWH.pdb,Experimental,PDB,Unknown,clean_5PWH,False
clean_5NOB.pdb,Experimental,PDB,Unknown,clean_5NOB,False
clean_4IE5.pdb,Experimental,PDB,Unknown,clean_4IE5,False
clean_7X9Y.pdb,Experimental,PDB,Unknown,clean_7X9Y,False
clean_3JQ5.pdb,Experimental,PDB,Unknown,clean_3JQ5,False
clean_2H4J.pdb,Experimental,PDB,Unknown,clean_2H4J,False
clean_7XTC.pdb,Experimental,PDB,Unknown,clean_7XTC,False
clean_5HBE.pdb,Experimental,PDB,Unknown,clean_5HBE,False
clean_7X83.pdb,Experimental,PDB,Unknown,clean_7X83,False
clean_6O4E.pdb,Experimental,PDB,Unknown,clean_6O4E,False
clean_9BBB.pdb,Experimental,PDB,Unknown,clean_9BBB,False
clean_4GMI.pdb,Experimental,PDB,Unknown,clean_4GMI,False
clean_3FZP.pdb,Experimental,PDB,Unknown,clean_3FZP,False
clean_4IVT.pdb,Experimental,PDB,Unknown,clean_4IVT,False
clean_8X15.pdb,Experimental,PDB,Unknown,clean_8X15,False
clean_7RMH.pdb,Experimental,PDB,Unknown,clean_7RMH,False
clean_7F23.pdb,Experimental,PDB,Unknown,clean_7F23,False
clean_4I1F.pdb,Experimental,PDB,Unknown,clean_4I1F,False
clean_2RAX.pdb,Experimental,PDB,Unknown,clean_2RAX,False
clean_1OJ6.pdb,Experimental,PDB,Unknown,clean_1OJ6,False
clean_7O0B.pdb,Experimental,PDB,Unknown,clean_7O0B,False
clean_1O4J.pdb,Experimental,PDB,Unknown,clean_1O4J,False
clean_5OKN.pdb,Experimental,PDB,Unknown,clean_5OKN,False
clean_1ONI.pdb,Experimental,PDB,Unknown,clean_1ONI,False
clean_5WBP.pdb,Experimental,PDB,Unknown,clean_5WBP,False
clean_8DWH.pdb,Experimental,PDB,Unknown,clean_8DWH,False
clean_1RHK.pdb,Experimental,PDB,Unknown,clean_1RHK,False
clean_5SJ7.pdb,Experimental,PDB,Unknown,clean_5SJ7,False
clean_4J1H.pdb,Experimental,PDB,Unknown,clean_4J1H,False
clean_8Q8Z.pdb,Experimental,PDB,Unknown,clean_8Q8Z,False
clean_6H7Y.pdb,Experimental,PDB,Unknown,clean_6H7Y,False
clean_7YSU.pdb,Experimental,PDB,Unknown,clean_7YSU,False
clean_2XWC.pdb,Experimental,PDB,Unknown,clean_2XWC,False
clean_7U2Z.pdb,Experimental,PDB,Unknown,clean_7U2Z,False
clean_6FIT.pdb,Experimental,PDB,Unknown,clean_6FIT,False
clean_5PYY.pdb,Experimental,PDB,Unknown,clean_5PYY,False
clean_4NDI.pdb,Experimental,PDB,Unknown,clean_4NDI,False
clean_1HLZ.pdb,Experimental,PDB,Unknown,clean_1HLZ,False
clean_8XMK.pdb,Experimental,PDB,Unknown,clean_8XMK,False
clean_5MF7.pdb,Experimental,PDB,Unknown,clean_5MF7,False
clean_8S9B.pdb,Experimental,PDB,Unknown,clean_8S9B,False
clean_3UIP.pdb,Experimental,PDB,Unknown,clean_3UIP,False
clean_8BB4.pdb,Experimental,PDB,Unknown,clean_8BB4,False
clean_5SJO.pdb,Experimental,PDB,Unknown,clean_5SJO,False
clean_7OJX.pdb,Experimental,PDB,Unknown,clean_7OJX,False
clean_2E71.pdb,Experimental,PDB,Unknown,clean_2E71,False
clean_2DNK.pdb,Experimental,PDB,Unknown,clean_2DNK,False
clean_6AV3.pdb,Experimental,PDB,Unknown,clean_6AV3,False
clean_1PDG.pdb,Experimental,PDB,Unknown,clean_1PDG,False
clean_1PE3.pdb,Experimental,PDB,Unknown,clean_1PE3,False
clean_1LE4.pdb,Experimental,PDB,Unknown,clean_1LE4,False
clean_9G13.pdb,Experimental,PDB,Unknown,clean_9G13,False
clean_2OUV.pdb,Experimental,PDB,Unknown,clean_2OUV,False
clean_1SGZ.pdb,Experimental,PDB,Unknown,clean_1SGZ,False
clean_6US7.pdb,Experimental,PDB,Unknown,clean_6US7,False
clean_5PYI.pdb,Experimental,PDB,Unknown,clean_5PYI,False
clean_6Y9R.pdb,Experimental,PDB,Unknown,clean_6Y9R,False
clean_4WY6.pdb,Experimental,PDB,Unknown,clean_4WY6,False
clean_4CUD.pdb,Experimental,PDB,Unknown,clean_4CUD,False
clean_4J1R.pdb,Experimental,PDB,Unknown,clean_4J1R,False
clean_8XXU.pdb,Experimental,PDB,Unknown,clean_8XXU,False
clean_1HFP.pdb,Experimental,PDB,Unknown,clean_1HFP,False
clean_6VIE.pdb,Experimental,PDB,Unknown,clean_6VIE,False
clean_6RF2.pdb,Experimental,PDB,Unknown,clean_6RF2,False
clean_4A63.pdb,Experimental,PDB,Unknown,clean_4A63,False
clean_8U8A.pdb,Experimental,PDB,Unknown,clean_8U8A,False
clean_5HLW.pdb,Experimental,PDB,Unknown,clean_5HLW,False
clean_2GA7.pdb,Experimental,PDB,Unknown,clean_2GA7,False
clean_4KE1.pdb,Experimental,PDB,Unknown,clean_4KE1,False
clean_2XWR.pdb,Experimental,PDB,Unknown,clean_2XWR,False
clean_7VIE.pdb,Experimental,PDB,Unknown,clean_7VIE,False
clean_5MG7.pdb,Experimental,PDB,Unknown,clean_5MG7,False
clean_4RM9.pdb,Experimental,PDB,Unknown,clean_4RM9,False
clean_4AP8.pdb,Experimental,PDB,Unknown,clean_4AP8,False
clean_5FVW.pdb,Experimental,PDB,Unknown,clean_5FVW,False
clean_7DUO.pdb,Experimental,PDB,Unknown,clean_7DUO,False
clean_8JZZ.pdb,Experimental,PDB,Unknown,clean_8JZZ,False
clean_8XXZ.pdb,Experimental,PDB,Unknown,clean_8XXZ,False
clean_7F53.pdb,Experimental,PDB,Unknown,clean_7F53,False
clean_9JE1.pdb,Experimental,PDB,Unknown,clean_9JE1,False
clean_6OSP.pdb,Experimental,PDB,Unknown,clean_6OSP,False
clean_2J1W.pdb,Experimental,PDB,Unknown,clean_2J1W,False
clean_8JPN.pdb,Experimental,PDB,Unknown,clean_8JPN,False
clean_6EQ9.pdb,Experimental,PDB,Unknown,clean_6EQ9,False
clean_8BQV.pdb,Experimental,PDB,Unknown,clean_8BQV,False
clean_5WRI.pdb,Experimental,PDB,Unknown,clean_5WRI,False
clean_2MTN.pdb,Experimental,PDB,Unknown,clean_2MTN,False
clean_5MYO.pdb,Experimental,PDB,Unknown,clean_5MYO,False
clean_6BB4.pdb,Experimental,PDB,Unknown,clean_6BB4,False
clean_7DXJ.pdb,Experimental,PDB,Unknown,clean_7DXJ,False
clean_6YHP.pdb,Experimental,PDB,Unknown,clean_6YHP,False
clean_2FJZ.pdb,Experimental,PDB,Unknown,clean_2FJZ,False
clean_1RWN.pdb,Experimental,PDB,Unknown,clean_1RWN,False
clean_6R9T.pdb,Experimental,PDB,Unknown,clean_6R9T,False
clean_8G1Q.pdb,Experimental,PDB,Unknown,clean_8G1Q,False
clean_1XMK.pdb,Experimental,PDB,Unknown,clean_1XMK,False
clean_4BUU.pdb,Experimental,PDB,Unknown,clean_4BUU,False
clean_8SEI.pdb,Experimental,PDB,Unknown,clean_8SEI,False
clean_7CX2.pdb,Experimental,PDB,Unknown,clean_7CX2,False
clean_4UWC.pdb,Experimental,PDB,Unknown,clean_4UWC,False
clean_2ZJN.pdb,Experimental,PDB,Unknown,clean_2ZJN,False
clean_8IT8.pdb,Experimental,PDB,Unknown,clean_8IT8,False
clean_4A9C.pdb,Experimental,PDB,Unknown,clean_4A9C,False
clean_2GWH.pdb,Experimental,PDB,Unknown,clean_2GWH,False
clean_3OVL.pdb,Experimental,PDB,Unknown,clean_3OVL,False
clean_4W9Y.pdb,Experimental,PDB,Unknown,clean_4W9Y,False
clean_8T82.pdb,Experimental,PDB,Unknown,clean_8T82,False
clean_4ZSQ.pdb,Experimental,PDB,Unknown,clean_4ZSQ,False
clean_5U7J.pdb,Experimental,PDB,Unknown,clean_5U7J,False
clean_3LM5.pdb,Experimental,PDB,Unknown,clean_3LM5,False
clean_7C76.pdb,Experimental,PDB,Unknown,clean_7C76,False
clean_7SCD.pdb,Experimental,PDB,Unknown,clean_7SCD,False
clean_5KZN.pdb,Experimental,PDB,Unknown,clean_5KZN,False
clean_7LBK.pdb,Experimental,PDB,Unknown,clean_7LBK,False
clean_6NGE.pdb,Experimental,PDB,Unknown,clean_6NGE,False
clean_6DJJ.pdb,Experimental,PDB,Unknown,clean_6DJJ,False
clean_9IYB.pdb,Experimental,PDB,Unknown,clean_9IYB,False
clean_8QLR.pdb,Experimental,PDB,Unknown,clean_8QLR,False
clean_4MSL.pdb,Experimental,PDB,Unknown,clean_4MSL,False
clean_7UL2.pdb,Experimental,PDB,Unknown,clean_7UL2,False
clean_1YCR.pdb,Experimental,PDB,Unknown,clean_1YCR,False
clean_3N4L.pdb,Experimental,PDB,Unknown,clean_3N4L,False
clean_7CQ6.pdb,Experimental,PDB,Unknown,clean_7CQ6,False
clean_6SJU.pdb,Experimental,PDB,Unknown,clean_6SJU,False
clean_7JOZ.pdb,Experimental,PDB,Unknown,clean_7JOZ,False
clean_4R67.pdb,Experimental,PDB,Unknown,clean_4R67,False
clean_5OL0.pdb,Experimental,PDB,Unknown,clean_5OL0,False
clean_1HSE.pdb,Experimental,PDB,Unknown,clean_1HSE,False
clean_5FN5.pdb,Experimental,PDB,Unknown,clean_5FN5,False
clean_7ORF.pdb,Experimental,PDB,Unknown,clean_7ORF,False
clean_6LB5.pdb,Experimental,PDB,Unknown,clean_6LB5,False
clean_1XN2.pdb,Experimental,PDB,Unknown,clean_1XN2,False
clean_3RAJ.pdb,Experimental,PDB,Unknown,clean_3RAJ,False
clean_2CJY.pdb,Experimental,PDB,Unknown,clean_2CJY,False
clean_3IFP.pdb,Experimental,PDB,Unknown,clean_3IFP,False
clean_5V6Z.pdb,Experimental,PDB,Unknown,clean_5V6Z,False
clean_4UHY.pdb,Experimental,PDB,Unknown,clean_4UHY,False
clean_9JDY.pdb,Experimental,PDB,Unknown,clean_9JDY,False
clean_7CX3.pdb,Experimental,PDB,Unknown,clean_7CX3,False
clean_1SAL.pdb,Experimental,PDB,Unknown,clean_1SAL,False
clean_6SDW.pdb,Experimental,PDB,Unknown,clean_6SDW,False
clean_5SHO.pdb,Experimental,PDB,Unknown,clean_5SHO,False
clean_7ULX.pdb,Experimental,PDB,Unknown,clean_7ULX,False
clean_1JY0.pdb,Experimental,PDB,Unknown,clean_1JY0,False
clean_7MHD.pdb,Experimental,PDB,Unknown,clean_7MHD,False
clean_5TXF.pdb,Experimental,PDB,Unknown,clean_5TXF,False
clean_3ZMQ.pdb,Experimental,PDB,Unknown,clean_3ZMQ,False
clean_8QJS.pdb,Experimental,PDB,Unknown,clean_8QJS,False
clean_2A1X.pdb,Experimental,PDB,Unknown,clean_2A1X,False
clean_7QJU.pdb,Experimental,PDB,Unknown,clean_7QJU,False
clean_8XOJ.pdb,Experimental,PDB,Unknown,clean_8XOJ,False
clean_8TQ2.pdb,Experimental,PDB,Unknown,clean_8TQ2,False
